,Protons,Neutrons,Atomic Weight,Mass Excess,Binding Energy,Half-life
0,1,0,1.00782503207,7.2889705MeV,0MeV,Stable
1,1,1,2.01410177785,13.13572158MeV,1.112283MeV,Stable
2,1,2,3.01604927767,14.949806MeV,2.827266MeV,12.32 y
3,1,3,4.027806424,25.901518MeV,1.400351MeV,9.917391304348×10-14 ns
4,1,4,5.035311488,32.89244MeV,1.33636MeV,8.00350877193×10-14 ns
5,1,5,6.044942594,41.863757MeV,0.963633MeV,2.9×10-13 ns
6,1,6,7.052749,49.135MeV,0.9401MeV,2.3×10-14 ns
7,2,0,N/A,N/A,N/A,N/A
8,2,1,3.01602931914,14.93121475MeV,2.572681MeV,Stable
9,2,2,4.00260325415,2.42491565MeV,7.073915MeV,Stable
10,2,3,5.012223624,11.386233MeV,5.481132MeV,7.603333333333×10-13 ns
11,2,4,6.018889124,17.595106MeV,4.878017MeV,806.7 ms
12,2,5,7.028020618,26.101038MeV,4.11907MeV,3.041333333333×10-12 ns
13,2,6,8.033921897,31.598044MeV,3.925975MeV,119 ms
14,2,7,9.043950286,40.939429MeV,3.348637MeV,7×10-12 ns
15,2,8,10.052398837,48.809203MeV,3.033927MeV,1.520666666667×10-12 ns
16,3,0,3.030775,28.667MeV,2.2676MeV,N/A
17,3,1,4.027185558,25.323185MeV,1.153761MeV,7.565505804312×10-14 ns
18,3,2,5.0125378,11.678886MeV,5.266132MeV,3.041333333333×10-13 ns
19,3,3,6.015122794,14.086793MeV,5.332345MeV,Stable
20,3,4,7.016004548,14.908141MeV,5.606291MeV,Stable
21,3,5,8.022487362,20.946844MeV,5.159582MeV,839.9 ms
22,3,6,9.026789505,24.954264MeV,5.037839MeV,178.3 ms
23,3,7,10.035481259,33.050581MeV,4.531555MeV,2×10-12 ns
24,3,8,11.043797715,40.79731MeV,4.149104MeV,8.59 ms
25,3,9,12.05378,50.096MeV,3.701MeV,10 ns
26,4,1,5.04079,37.996MeV,-0.1547MeV,N/A
27,4,2,6.019726317,18.374947MeV,4.487262MeV,5×10-12 ns
28,4,3,7.016929828,15.770034MeV,5.3714MeV,53.21759259259 d
29,4,4,8.005305103,4.941672MeV,7.062435MeV,8.190305206463×10-8 ns
30,4,5,9.012182201,11.347648MeV,6.462758MeV,Stable
31,4,6,10.013533818,12.60667MeV,6.497711MeV,1.512557077626×106 y
32,4,7,11.021657749,20.174064MeV,5.952822MeV,13.81 s
33,4,8,12.026920737,25.076506MeV,5.720826MeV,21.5 ms
34,4,9,13.035693007,33.247823MeV,5.27307MeV,2.7×10-12 ns
35,4,10,14.04289292,39.954498MeV,4.993897MeV,4.35 ms
36,4,11,15.05346,49.798MeV,4.543MeV,200 ns
37,4,12,16.06192,57.678MeV,4.271MeV,200 ns
38,5,1,6.04681,43.603MeV,0.1521MeV,N/A
39,5,2,7.029917901,27.868346MeV,3.531306MeV,3.258571428571×10-13 ns
40,5,3,8.024607233,22.92149MeV,4.717164MeV,770 ms
41,5,4,9.013328782,12.415681MeV,6.25716MeV,8.448148148148×10-10 ns
42,5,5,10.012936992,12.050731MeV,6.475071MeV,Stable
43,5,6,11.009305406,8.667931MeV,6.927711MeV,Stable
44,5,7,12.014352104,13.368899MeV,6.631264MeV,20.2 ms
45,5,8,13.017780217,16.562166MeV,6.496402MeV,17.33 ms
46,5,9,14.025404009,23.663683MeV,6.101645MeV,12.5 ms
47,5,10,15.031103021,28.972278MeV,5.87905MeV,9.93 ms
48,5,11,16.039808829,37.081686MeV,5.509228MeV,0.19 ns
49,5,12,17.046989906,43.770816MeV,5.266461MeV,5.08 ms
50,5,13,18.05617,52.322MeV,4.947MeV,26 ns
51,5,14,19.06373,59.364MeV,4.741MeV,2.92 ms
52,6,2,8.037675025,35.09406MeV,3.0978MeV,2×10-12 ns
53,6,3,9.031036689,28.910491MeV,4.337476MeV,126.5 ms
54,6,4,10.016853228,15.698682MeV,6.032041MeV,19.29 s
55,6,5,11.011433613,10.650342MeV,6.67637MeV,20.334 m
56,6,6,12,0MeV,7.680144MeV,Stable
57,6,7,13.00335483778,3.12501129MeV,7.469849MeV,Stable
58,6,8,14.0032419887,3.01989305MeV,7.520319MeV,5707.762557078 y
59,6,9,15.010599256,9.873144MeV,7.100169MeV,2.449 s
60,6,10,16.014701252,13.694129MeV,6.922054MeV,747 ms
61,6,11,17.022586116,21.038832MeV,6.557616MeV,193 ms
62,6,12,18.026759354,24.926178MeV,6.425747MeV,91 ms
63,6,13,19.034805018,32.420666MeV,6.117909MeV,49 ms
64,6,14,20.040319754,37.55761MeV,5.958733MeV,14 ms
65,6,15,21.04934,45.96MeV,5.659MeV,29.99999999998 ns
66,6,16,22.0572,53.281MeV,5.436MeV,6.2 ms
67,7,3,10.041653674,38.800148MeV,3.64366MeV,2×10-13 ns
68,7,4,11.026090956,24.303569MeV,5.364045MeV,5.9×10-13 ns
69,7,5,12.018613197,17.338082MeV,6.170108MeV,11 ms
70,7,6,13.005738609,5.345481MeV,7.238863MeV,9.965 m
71,7,7,14.00307400478,2.86341704MeV,7.475614MeV,Stable
72,7,8,15.00010889823,0.10143805MeV,7.699459MeV,Stable
73,7,9,16.006101658,5.683658MeV,7.373812MeV,7.13 s
74,7,10,17.008450261,7.871368MeV,7.286153MeV,4.173 s
75,7,11,18.014078959,13.114466MeV,7.03849MeV,624 ms
76,7,12,19.017028697,15.862129MeV,6.948235MeV,271 ms
77,7,13,20.023365807,21.76511MeV,6.70924MeV,130 ms
78,7,14,21.02710824,25.251164MeV,6.608099MeV,85 ms
79,7,15,22.034394934,32.038675MeV,6.366085MeV,24 ms
80,7,16,23.04122,38.396MeV,6.164MeV,14.5 ms
81,7,17,24.05104,47.543MeV,5.862MeV,52.00000000001 ns
82,7,18,25.06066,56.504MeV,5.592MeV,260 ns
83,8,4,12.034404895,32.047954MeV,4.87909MeV,1.1405×10-12 ns
84,8,5,13.024812213,23.112428MeV,5.811994MeV,8.59 ms
85,8,6,14.00859625,8.007356MeV,7.052308MeV,1.176766666667 m
86,8,7,15.003065617,2.855605MeV,7.463692MeV,2.037333333333 m
87,8,8,15.99491461956,-4.73700141MeV,7.976206MeV,Stable
88,8,9,16.999131703,-0.808813MeV,7.750731MeV,Stable
89,8,10,17.999161001,-0.781522MeV,7.767025MeV,Stable
90,8,11,19.00358013,3.33487MeV,7.566389MeV,26.88 s
91,8,12,20.004076742,3.797462MeV,7.568505MeV,13.51 s
92,8,13,21.008655886,8.062906MeV,7.389332MeV,3.42 s
93,8,14,22.009966947,9.284152MeV,7.364821MeV,2.25 s
94,8,15,23.015687659,14.61296MeV,7.16385MeV,82 ms
95,8,16,24.020472917,19.0704MeV,7.015935MeV,65 ms
96,8,17,25.02946,27.442MeV,6.723MeV,49.99999999997 ns
97,8,18,26.03834,35.713MeV,6.457MeV,39.99999999998 ns
98,8,19,27.04826,44.954MeV,6.175MeV,260 ns
99,8,20,28.05781,53.85MeV,5.925MeV,100 ns
100,9,5,14.03506,32.658MeV,5.236MeV,N/A
101,9,6,15.018009103,16.775372MeV,6.483551MeV,4.562×10-13 ns
102,9,7,16.011465724,10.680254MeV,6.963731MeV,1.1405×10-11 ns
103,9,8,17.002095237,1.951701MeV,7.542328MeV,1.074833333333 m
104,9,9,18.000937956,0.873701MeV,7.631605MeV,1.829516666667 h
105,9,10,18.998403224,-1.487386MeV,7.779015MeV,Stable
106,9,11,19.999981315,-0.017404MeV,7.720131MeV,11.07 s
107,9,12,20.999948951,-0.047551MeV,7.73829MeV,4.158 s
108,9,13,22.002998815,2.793378MeV,7.624294MeV,4.23 s
109,9,14,23.003574631,3.329747MeV,7.62041MeV,2.23 s
110,9,15,24.008115485,7.559527MeV,7.462957MeV,390 ms
111,9,16,25.012101747,11.272706MeV,7.338764MeV,50 ms
112,9,17,26.019615555,18.271772MeV,7.097744MeV,9.6 ms
113,9,18,27.026760086,24.92686MeV,6.887318MeV,5 ms
114,9,19,28.03567,33.226MeV,6.633MeV,39.99999999998 ns
115,9,20,29.04326,40.296MeV,6.439MeV,2.5 ms
116,9,21,30.0525,48.903MeV,6.206MeV,260 ns
117,9,22,31.060429,56.289MeV,6.028MeV,250 ns
118,10,6,16.025761262,23.996462MeV,6.082572MeV,3.739344262295×10-12 ns
119,10,7,17.017671504,16.460901MeV,6.642825MeV,109.2 ms
120,10,8,18.005708213,5.317166MeV,7.341282MeV,1.672 s
121,10,9,19.001880248,1.75144MeV,7.567375MeV,17.22 s
122,10,10,19.99244017542,-7.04193131MeV,8.03224MeV,Stable
123,10,11,20.993846684,-5.731776MeV,7.971713MeV,Stable
124,10,12,21.991385113,-8.024715MeV,8.080465MeV,Stable
125,10,13,22.994466904,-5.154045MeV,7.955255MeV,37.24 s
126,10,14,23.993610779,-5.951521MeV,7.993319MeV,3.383333333333 m
127,10,15,24.997736888,-2.108075MeV,7.842701MeV,602 ms
128,10,16,26.000461206,0.429611MeV,7.753891MeV,192 ms
129,10,17,27.007589903,7.069949MeV,7.519709MeV,32 ms
130,10,18,28.012071575,11.244601MeV,7.390315MeV,18.9 ms
131,10,19,29.019385933,18.057881MeV,7.178857MeV,14.8 ms
132,10,20,30.024801045,23.102025MeV,7.040467MeV,7.3 ms
133,10,21,31.03311,30.842MeV,6.824MeV,3.4 ms
134,10,22,32.04002,37.278MeV,6.662MeV,3.5 ms
135,10,23,33.04938,45.997MeV,6.44MeV,180 ns
136,10,24,34.057028,53.121MeV,6.279MeV,60.00000000002 ns
137,11,7,18.025969,24.189968MeV,6.249329MeV,1.3×10-12 ns
138,11,8,19.013877499,12.926808MeV,6.938021MeV,39.99999999998 ns
139,11,9,20.007351328,6.847719MeV,7.298641MeV,447.9 ms
140,11,10,20.997655206,-2.184161MeV,7.765524MeV,22.49 s
141,11,11,21.994436425,-5.182436MeV,7.915709MeV,2.6027 y
142,11,12,22.98976928087,-9.52985358MeV,8.111493MeV,Stable
143,11,13,23.990962782,-8.418114MeV,8.063496MeV,14.997 h
144,11,14,24.989953968,-9.357818MeV,8.101397MeV,59.1 s
145,11,15,25.992633,-6.862316MeV,8.00426MeV,1.077 s
146,11,16,26.994076788,-5.517436MeV,7.956933MeV,301 ms
147,11,17,27.998938,-0.989247MeV,7.799297MeV,30.5 ms
148,11,18,29.002861,2.665004MeV,7.682668MeV,44.9 ms
149,11,19,30.008976,8.36109MeV,7.505754MeV,48.4 ms
150,11,20,31.013585452,12.654768MeV,7.385492MeV,17 ms
151,11,21,32.02046656,19.064478MeV,7.206621MeV,13.2 ms
152,11,22,33.026719756,24.889293MeV,7.056314MeV,8 ms
153,11,23,34.03517,32.761MeV,6.855MeV,5.5 ms
154,11,24,35.042493,39.582MeV,6.695MeV,1.5 ms
155,11,25,36.05148,47.953MeV,6.5MeV,180 ns
156,11,26,37.05934,55.275MeV,6.345MeV,60.00000000002 ns
157,12,7,19.03547,33.040092MeV,5.838251MeV,N/A
158,12,8,20.018862545,17.570348MeV,6.723392MeV,90 ms
159,12,9,21.01171291,10.910506MeV,7.104714MeV,122 ms
160,12,10,21.999573843,-0.396963MeV,7.662626MeV,3.8755 s
161,12,11,22.994123669,-5.473766MeV,7.901126MeV,11.317 s
162,12,12,23.985041699,-13.933567MeV,8.260709MeV,Stable
163,12,13,24.985836917,-13.192826MeV,8.223504MeV,Stable
164,12,14,25.982592929,-16.214582MeV,8.333872MeV,Stable
165,12,15,26.984340585,-14.586651MeV,8.263854MeV,9.458333333333 m
166,12,16,27.983876825,-15.018641MeV,8.272406MeV,20.915 h
167,12,17,28.9886,-10.619032MeV,8.113761MeV,1.3 s
168,12,18,29.990434,-8.910672MeV,8.055401MeV,335 ms
169,12,19,30.996546,-3.21738MeV,7.87226MeV,232 ms
170,12,20,31.998975,-0.954781MeV,7.807774MeV,85 ms
171,12,21,33.005254,4.89407MeV,7.638522MeV,90.5 ms
172,12,22,34.009456424,8.808603MeV,7.536118MeV,20.19773057245 ms
173,12,23,35.01734,16.152MeV,7.342MeV,70.69205700356 ms
174,12,24,36.023,21.424MeV,7.215MeV,3.9 ms
175,12,25,37.0314,29.249MeV,7.027MeV,260 ns
176,12,26,38.03757,34.996MeV,6.903MeV,260 ns
177,12,27,39.046772,43.568MeV,6.713MeV,180 ns
178,12,28,40.05393,50.235MeV,6.581MeV,170 ns
179,13,8,21.02804,26.119MeV,6.343MeV,35.00000000001 ns
180,13,9,22.01952,18.183MeV,6.783MeV,59 ms
181,13,10,23.007267432,6.76957MeV,7.334792MeV,470 ms
182,13,11,23.999938865,-0.056946MeV,7.649919MeV,2.053 s
183,13,12,24.990428095,-8.916172MeV,8.021144MeV,7.183 s
184,13,13,25.986891692,-12.210309MeV,8.149771MeV,716641.2988331 y
185,13,14,26.981538627,-17.196658MeV,8.331545MeV,Stable
186,13,15,27.981910306,-16.850441MeV,8.309886MeV,2.241333333333 m
187,13,16,28.980445046,-18.215322MeV,8.348725MeV,6.566666666667 m
188,13,17,29.982960256,-15.872419MeV,8.261381MeV,3.6 s
189,13,18,30.983946619,-14.953628MeV,8.225611MeV,644 ms
190,13,19,31.988124489,-11.061966MeV,8.099175MeV,33 ms
191,13,20,32.990843336,-8.529377MeV,8.021586MeV,41.7 ms
192,13,21,33.996851837,-2.932495MeV,7.858434MeV,42 ms
193,13,22,34.999860235,-0.13019MeV,7.784451MeV,38.6 ms
194,13,23,36.006207204,5.781974MeV,7.628193MeV,90 ms
195,13,24,37.01067782,9.946326MeV,7.527619MeV,10.7 ms
196,13,25,38.017231021,16.050594MeV,7.381288MeV,7.6 ms
197,13,26,39.02297,21.396417MeV,7.261909MeV,7.6 µs
198,13,27,40.03145,29.295MeV,7.085MeV,260 ns
199,13,28,41.03833,35.704MeV,6.952MeV,260 ns
200,13,29,42.04689,43.678MeV,6.789MeV,170 ns
201,14,8,22.03453,32.164MeV,6.111MeV,29 ms
202,14,9,23.02552,23.772MeV,6.562MeV,42.3 ms
203,14,10,24.011545616,10.754673MeV,7.166837MeV,140 ms
204,14,11,25.004105574,3.824318MeV,7.48023MeV,220 ms
205,14,12,25.992329921,-7.144632MeV,7.924847MeV,2.234 s
206,14,13,26.986704905,-12.384301MeV,8.124334MeV,4.16 s
207,14,14,27.97692653246,-21.49279678MeV,8.447744MeV,Stable
208,14,15,28.9764947,-21.895046MeV,8.448634MeV,Stable
209,14,16,29.973770171,-24.432928MeV,8.520653MeV,Stable
210,14,17,30.975363227,-22.949006MeV,8.45829MeV,2.621666666667 h
211,14,18,31.974148082,-24.080907MeV,8.481569MeV,153 y
212,14,19,32.97800022,-20.492662MeV,8.360402MeV,6.11 s
213,14,20,33.978575524,-19.95677MeV,8.336138MeV,2.77 s
214,14,21,34.984583575,-14.360307MeV,8.168673MeV,780 ms
215,14,22,35.986599477,-12.482507MeV,8.113807MeV,450 ms
216,14,23,36.99293608,-6.579998MeV,7.953132MeV,90 ms
217,14,24,37.995633601,-4.067274MeV,7.890118MeV,1 µs
218,14,25,39.002070013,1.928205MeV,7.741034MeV,47.5 ms
219,14,26,40.005869121,5.467052MeV,7.660819MeV,33 ms
220,14,27,41.01456,13.562553MeV,7.47338MeV,20 ms
221,14,28,42.01979,18.434MeV,7.372MeV,12.5 ms
222,14,29,43.02866,26.697MeV,7.196MeV,60.00000000002 ns
223,14,30,44.03526,32.844MeV,7.076MeV,360.6737602222 ns
224,15,9,24.03435,31.997MeV,6.249MeV,N/A
225,15,10,25.02026,18.872MeV,6.847MeV,29.99999999998 ns
226,15,11,26.01178,10.973MeV,7.198MeV,43.7 ms
227,15,12,26.999230236,-0.71703MeV,7.663237MeV,260 ms
228,15,13,27.992314761,-7.158753MeV,7.907873MeV,270.3 ms
229,15,14,28.981800606,-16.952626MeV,8.251228MeV,4.142 s
230,15,15,29.978313789,-20.200575MeV,8.353496MeV,2.498333333333 m
231,15,16,30.973761629,-24.440885MeV,8.481178MeV,Stable
232,15,17,31.973907274,-24.305218MeV,8.46413MeV,14.262 d
233,15,18,32.971725543,-26.337486MeV,8.513811MeV,25.33564814815 d
234,15,19,33.973636257,-24.557669MeV,8.448449MeV,12.43 s
235,15,20,34.973314117,-24.85774MeV,8.446247MeV,47.3 s
236,15,21,35.97825968,-20.250977MeV,8.307866MeV,5.6 s
237,15,22,36.979608946,-18.994145MeV,8.267505MeV,2.31 s
238,15,23,37.984156827,-14.75782MeV,8.15086MeV,640 ms
239,15,24,38.986179475,-12.873735MeV,8.10051MeV,280 ms
240,15,25,39.991296951,-8.106838MeV,7.980608MeV,125 ms
241,15,26,40.994335435,-5.276508MeV,7.913788MeV,100 ms
242,15,27,42.001007913,0.938865MeV,7.769554MeV,48.5 ms
243,15,28,43.00619,5.765948MeV,7.664314MeV,36.5 ms
244,15,29,44.01299,12.1MeV,7.53MeV,18.5 ms
245,15,30,45.01922,17.903MeV,7.413MeV,200 ns
246,15,31,46.02738,25.504MeV,7.262MeV,200 ns
247,16,10,26.02788,25.97MeV,6.591MeV,10 ms
248,16,11,27.018833,17.543MeV,6.958MeV,15.5 ms
249,16,12,28.004372763,4.073203MeV,7.47879MeV,125 ms
250,16,13,28.996608049,-3.159582MeV,7.748629MeV,187 ms
251,16,14,29.984903249,-14.062532MeV,8.122817MeV,1.178 s
252,16,15,30.979554728,-19.044648MeV,8.281869MeV,2.572 s
253,16,16,31.972070999,-26.015697MeV,8.493134MeV,Stable
254,16,17,32.971458759,-26.585994MeV,8.497634MeV,Stable
255,16,18,33.967866902,-29.931788MeV,8.583501MeV,Stable
256,16,19,34.969032161,-28.846356MeV,8.537855MeV,87.51157407407 d
257,16,20,35.96708076,-30.664075MeV,8.575387MeV,Stable
258,16,21,36.971125567,-26.89636MeV,8.459934MeV,5.05 m
259,16,22,37.971163317,-26.861197MeV,8.448782MeV,2.838888888889 h
260,16,23,38.975134306,-23.162245MeV,8.344258MeV,11.5 s
261,16,24,39.975451728,-22.866568MeV,8.330043MeV,8.8 s
262,16,25,40.979582149,-19.019105MeV,8.229892MeV,1.99 s
263,16,26,41.981022419,-17.677503MeV,8.194173MeV,1.013 s
264,16,27,42.98715479,-11.965235MeV,8.058473MeV,280 ms
265,16,28,43.99021339,-9.116168MeV,7.994013MeV,100 ms
266,16,29,44.996508112,-3.252672MeV,7.865431MeV,68 ms
267,16,30,46.00075,0.699MeV,7.784MeV,50 ms
268,16,31,47.00859,8.002MeV,7.635MeV,20.19773057245 ms
269,16,32,48.01417,13.199MeV,7.536MeV,200 ns
270,16,33,49.023619,22.001MeV,7.367MeV,200 ns
271,17,11,28.02851,26.557MeV,6.648MeV,N/A
272,17,12,29.01411,13.143MeV,7.159MeV,20 ns
273,17,13,30.00477,4.443MeV,7.48MeV,29.99999999998 ns
274,17,14,30.992413086,-7.067165MeV,7.870261MeV,150 ms
275,17,15,31.985689901,-13.329771MeV,8.072251MeV,298 ms
276,17,16,32.977451887,-21.003432MeV,8.304758MeV,2.511 s
277,17,17,33.973762819,-24.439776MeV,8.398961MeV,1.5264 s
278,17,18,34.968852682,-29.01354MeV,8.520278MeV,Stable
279,17,19,35.968306981,-29.521857MeV,8.521927MeV,301243.0238458 y
280,17,20,36.965902591,-31.761532MeV,8.57028MeV,Stable
281,17,21,37.968010425,-29.798097MeV,8.50548MeV,37.23333333333 m
282,17,22,38.968008164,-29.800203MeV,8.494402MeV,56.2 m
283,17,23,39.970415472,-27.55781MeV,8.427765MeV,1.35 m
284,17,24,40.970684525,-27.307189MeV,8.412958MeV,38.4 s
285,17,25,41.973254804,-24.91299MeV,8.347819MeV,6.8 s
286,17,26,42.974054403,-24.168168MeV,8.324068MeV,3.13 s
287,17,27,43.978281071,-20.231052MeV,8.228843MeV,560 ms
288,17,28,44.980286886,-18.362647MeV,8.183823MeV,413 ms
289,17,29,45.98421004,-14.708253MeV,8.101934MeV,232 ms
290,17,30,46.98871,-10.517MeV,8.012MeV,101 ms
291,17,31,47.99495,-4.704MeV,7.892MeV,200 ns
292,17,32,49.00032,0.298MeV,7.794MeV,170 ns
293,17,33,50.00784,7.303MeV,7.659MeV,20.19773057245 ms
294,17,34,51.01449,13.497MeV,7.546MeV,200 ns
295,18,12,30.02156,20.083MeV,6.932MeV,20 ns
296,18,13,31.012123,11.293MeV,7.253MeV,14.4 ms
297,18,14,31.997637984,-2.200204MeV,7.700003MeV,98.10326278045 ms
298,18,15,32.989925709,-9.384141MeV,7.92895MeV,173 ms
299,18,16,33.980271244,-18.377217MeV,8.19764MeV,845 ms
300,18,17,34.975257585,-23.047411MeV,8.327465MeV,1.775 s
301,18,18,35.967545105,-30.23154MeV,8.519909MeV,Stable
302,18,19,36.96677632,-30.947659MeV,8.527139MeV,34.95 d
303,18,20,37.962732394,-34.714551MeV,8.614273MeV,Stable
304,18,21,38.964313231,-33.242011MeV,8.562593MeV,269.2161339422 y
305,18,22,39.96238312251,-35.03989602MeV,8.595259MeV,Stable
306,18,23,40.964500611,-33.067467MeV,8.534371MeV,1.826833333333 h
307,18,24,41.963045736,-34.422675MeV,8.555613MeV,32.97818366312 y
308,18,25,42.965636056,-32.009808MeV,8.488237MeV,5.366666666667 m
309,18,26,43.964924033,-32.673053MeV,8.493836MeV,11.87 m
310,18,27,44.968039956,-29.770589MeV,8.419947MeV,21.48 s
311,18,28,45.968094129,-29.720127MeV,8.411271MeV,8.4 s
312,18,29,46.972186792,-25.907836MeV,8.322926MeV,1.23 s
313,18,30,47.97454,-23.716MeV,8.272MeV,475 ms
314,18,31,48.98052,-18.146MeV,8.154MeV,170 ms
315,18,32,49.98443,-14.503MeV,8.08MeV,170 ns
316,18,33,50.99163,-7.797MeV,7.948MeV,200 ns
317,18,34,51.99678,-2.999MeV,7.858MeV,10 ms
318,18,35,53.00494,4.602MeV,7.719MeV,3 ms
319,19,13,32.02192,20.418MeV,6.969MeV,N/A
320,19,14,33.00726,6.763MeV,7.416MeV,25 ns
321,19,15,33.99841,-1.481MeV,7.678MeV,25 ns
322,19,16,34.988009692,-11.1689MeV,7.965726MeV,178 ms
323,19,17,35.981292235,-17.426171MeV,8.142472MeV,342 ms
324,19,18,36.973375889,-24.800199MeV,8.339847MeV,1.226 s
325,19,19,37.969081184,-28.800691MeV,8.438057MeV,7.636666666667 m
326,19,20,38.963706679,-33.807011MeV,8.55702MeV,Stable
327,19,21,39.963998475,-33.535205MeV,8.538083MeV,1.248×109 y
328,19,22,40.961825762,-35.559074MeV,8.576061MeV,Stable
329,19,23,41.96240281,-35.021556MeV,8.551245MeV,12.321 h
330,19,24,42.96071554,-36.593239MeV,8.576635MeV,22.30555555556 h
331,19,25,43.961556804,-35.809606MeV,8.54734MeV,22.13333333333 m
332,19,26,44.960699493,-36.608186MeV,8.554508MeV,17.81 m
333,19,27,45.961976864,-35.418323MeV,8.518137MeV,1.75 m
334,19,28,46.961678473,-35.696272MeV,8.514544MeV,17.5 s
335,19,29,47.965513535,-32.123935MeV,8.430887MeV,6.8 s
336,19,30,48.967450928,-30.319265MeV,8.386719MeV,1.26 s
337,19,31,49.972783355,-25.352141MeV,8.281068MeV,472 ms
338,19,32,50.97638,-22.002MeV,8.211MeV,365 ms
339,19,33,51.98261,-16.199MeV,8.097MeV,105 ms
340,19,34,52.98712,-11.998MeV,8.017MeV,30 ms
341,19,35,53.9942,-5.403MeV,7.896MeV,10 ms
342,19,36,54.99971,-0.27MeV,7.806MeV,3 ms
343,20,14,34.01412,13.153MeV,7.224MeV,35.00000000001 ns
344,20,15,35.00494,4.602MeV,7.493MeV,25.7 ms
345,20,16,35.993087063,-6.439359MeV,7.815551MeV,102 ms
346,20,17,36.985870269,-13.16176MeV,8.00415MeV,181.1 ms
347,20,18,37.976318452,-22.05922MeV,8.240062MeV,440 ms
348,20,19,38.970719725,-27.2744MeV,8.369457MeV,859.6 ms
349,20,20,39.962590983,-34.846275MeV,8.551301MeV,3×1021 y
350,20,21,40.962278062,-35.137759MeV,8.546703MeV,102105.5301877 y
351,20,22,41.958618014,-38.547072MeV,8.616559MeV,Stable
352,20,23,42.958766628,-38.408639MeV,8.600659MeV,Stable
353,20,24,43.955481754,-41.468479MeV,8.65817MeV,Stable
354,20,25,44.956186566,-40.81195MeV,8.63054MeV,162.61 d
355,20,26,45.953692587,-43.135077MeV,8.668885MeV,2.8×1015 y
356,20,27,46.954546006,-42.340123MeV,8.639257MeV,4.53587962963 d
357,20,28,47.952534177,-44.214129MeV,8.666467MeV,1.9×1019 y
358,20,29,48.955674148,-41.289265MeV,8.59463MeV,8.718333333333 m
359,20,30,49.957518962,-39.570832MeV,8.549795MeV,13.9 s
360,20,31,50.961499214,-35.863251MeV,8.467716MeV,10 s
361,20,32,51.9651,-32.509141MeV,8.39559MeV,4.6 s
362,20,33,52.97005,-27.898MeV,8.302MeV,90 ms
363,20,34,53.97435,-23.893MeV,8.224MeV,300 ns
364,20,35,54.98055,-18.118MeV,8.116MeV,30 ms
365,20,36,55.98557,-13.441MeV,8.032MeV,10 ms
366,20,37,56.992356,-7.12MeV,7.922MeV,5 ms
367,21,15,36.01492,13.898MeV,7.229MeV,N/A
368,21,16,37.00305,2.841MeV,7.55MeV,N/A
369,21,17,37.9947,-4.937MeV,7.769MeV,300 ns
370,21,18,38.984790002,-14.168021MeV,8.013336MeV,300 ns
371,21,19,39.977967407,-20.523228MeV,8.173666MeV,182.3 ms
372,21,20,40.969251125,-28.642392MeV,8.369198MeV,596.3 ms
373,21,21,41.965516429,-32.121239MeV,8.444935MeV,681.3 ms
374,21,22,42.961150658,-36.187929MeV,8.530821MeV,3.891666666667 h
375,21,23,43.959402752,-37.816093MeV,8.557381MeV,3.972222222222 h
376,21,24,44.955911909,-41.067792MeV,8.61884MeV,Stable
377,21,25,45.95517189,-41.757115MeV,8.621922MeV,83.78472222222 d
378,21,26,46.952407508,-44.332121MeV,8.664995MeV,3.349189814815 d
379,21,27,47.952231468,-44.496101MeV,8.656043MeV,1.819444444444 d
380,21,28,48.950023975,-46.552368MeV,8.686074MeV,57.16666666667 m
381,21,29,49.952187685,-44.536885MeV,8.633469MeV,1.708333333333 m
382,21,30,50.953603368,-43.218184MeV,8.59659MeV,12.4 s
383,21,31,51.956675468,-40.356541MeV,8.531457MeV,8.2 s
384,21,32,52.95961,-37.623MeV,8.471MeV,3 s
385,21,33,53.963264561,-34.218841MeV,8.400753MeV,360 ms
386,21,34,54.968243949,-29.580571MeV,8.310432MeV,105 ms
387,21,35,55.97287,-25.271MeV,8.229MeV,35 ms
388,21,36,56.97779,-20.688MeV,8.146MeV,13 ms
389,21,37,57.98371,-15.174MeV,8.05MeV,12 ms
390,21,38,58.98922,-10.042MeV,7.963MeV,10 ms
391,21,39,59.99571,-3.996MeV,7.864MeV,3 ms
392,22,16,38.00977,9.101MeV,7.379MeV,120 ns
393,22,17,39.00161,1.5MeV,7.592MeV,31 ms
394,22,18,39.990498838,-8.850275MeV,7.862283MeV,53.3 ms
395,22,19,40.983145,-15.7MeV,8.034MeV,80.4 ms
396,22,20,41.973030902,-25.121552MeV,8.259649MeV,199 ms
397,22,21,42.968522499,-29.321103MeV,8.352933MeV,509 ms
398,22,22,43.959690069,-37.548459MeV,8.533518MeV,60.24860476915 y
399,22,23,44.958125616,-39.005737MeV,8.555631MeV,3.080555555556 h
400,22,24,45.952631555,-44.123422MeV,8.656356MeV,Stable
401,22,25,46.951763088,-44.932394MeV,8.661121MeV,Stable
402,22,26,47.947946281,-48.487727MeV,8.722903MeV,Stable
403,22,27,48.947869982,-48.558799MeV,8.711055MeV,Stable
404,22,28,49.944791194,-51.426672MeV,8.755618MeV,Stable
405,22,29,50.946614955,-49.727849MeV,8.70889MeV,5.766666666667 m
406,22,30,51.946897311,-49.464837MeV,8.691571MeV,1.7 m
407,22,31,52.949727171,-46.828839MeV,8.630132MeV,32.7 s
408,22,32,53.951052401,-45.594395MeV,8.596924MeV,1.5 s
