,Protons,Neutrons,Atomic Weight,Mass Excess,Binding Energy,Half-life
1220,48,64,111.902757809,-90.580518MeV,8.54478MeV,Stable
1221,48,65,112.904401662,-89.049279MeV,8.52704MeV,7.610350076104×1015 y
1222,48,66,113.90335854,-90.020941MeV,8.531565MeV,Stable
1223,48,67,114.905430969,-88.090485MeV,8.510777MeV,2.228009259259 d
1224,48,68,115.904755809,-88.719392MeV,8.51241MeV,3.1×1019 y
1225,48,69,116.907218618,-86.425301MeV,8.489032MeV,2.488888888889 h
1226,48,70,117.90691453,-86.708557MeV,8.487893MeV,50.33333333333 m
1227,48,71,118.909921597,-83.907492MeV,8.460854MeV,2.683333333333 m
1228,48,72,119.909850129,-83.974064MeV,8.458162MeV,50.8 s
1229,48,73,120.912977363,-81.061064MeV,8.430891MeV,13.5 s
1230,48,74,121.913332432,-80.73032MeV,8.425233MeV,5.24 s
1231,48,75,122.917002999,-77.311209MeV,8.394558MeV,2.1 s
1232,48,76,123.917647616,-76.710752MeV,8.387108MeV,1.25 s
1233,48,77,124.92124637,-73.358534MeV,8.357764MeV,650 ms
1234,48,78,125.922353321,-72.327416MeV,8.347307MeV,515 ms
1235,48,79,126.926443864,-68.5171MeV,8.315132MeV,370 ms
1236,48,80,127.927762285,-67.288998MeV,8.303632MeV,280 ms
1237,48,81,128.93215,-63.202MeV,8.27MeV,270 ms
1238,48,82,129.933901937,-61.569949MeV,8.256066MeV,162 ms
1239,48,83,130.94067,-55.266MeV,8.207MeV,69 ms
1240,48,84,131.94555,-50.72MeV,8.171MeV,98 ms
1241,49,48,96.94954,-47.003MeV,8.161MeV,5 ms
1242,49,49,97.94214,-53.896MeV,8.23MeV,32 ms
1243,49,50,98.93422,-61.274MeV,8.303MeV,3 s
1244,49,51,99.931110851,-64.169829MeV,8.329666MeV,5.9 s
1245,49,52,100.92634,-68.614MeV,8.371MeV,15.1 s
1246,49,53,101.924090238,-70.709488MeV,8.388714MeV,23.3 s
1247,49,54,102.919914188,-74.599453MeV,8.423399MeV,1.083333333333 m
1248,49,55,103.918296171,-76.106627MeV,8.434506MeV,1.8 m
1249,49,56,104.91467354,-79.481085MeV,8.463185MeV,5.066666666667 m
1250,49,57,105.913465411,-80.606451MeV,8.470105MeV,6.166666666667 m
1251,49,58,106.9102951,-83.559577MeV,8.493977MeV,32.33333333333 m
1252,49,59,107.90969818,-84.115603MeV,8.495212MeV,58.33333333333 m
1253,49,60,108.907150507,-86.488746MeV,8.513095MeV,4.166666666667 h
1254,49,61,109.907165274,-86.47499MeV,8.508954MeV,4.9 h
1255,49,62,110.905103278,-88.395728MeV,8.522315MeV,2.80474537037 d
1256,49,63,111.905532331,-87.996067MeV,8.51472MeV,14.97 m
1257,49,64,112.904057761,-89.36962MeV,8.522951MeV,Stable
1258,49,65,113.904913876,-88.572155MeV,8.511994MeV,1.198333333333 m
1259,49,66,114.903878484,-89.536616MeV,8.516549MeV,4.407661085743×1014 y
1260,49,67,115.905259703,-88.250019MeV,8.501619MeV,14.1 s
1261,49,68,116.904513564,-88.945042MeV,8.503882MeV,43.16666666667 m
1262,49,69,117.906354367,-87.230346MeV,8.485685MeV,5 s
1263,49,70,118.90584535,-87.704492MeV,8.486187MeV,2.4 m
1264,49,71,119.907959608,-85.735073MeV,8.466318MeV,3.08 s
1265,49,72,120.907845822,-85.841064MeV,8.463929MeV,23.1 s
1266,49,73,121.91027601,-83.577359MeV,8.442156MeV,1.5 s
1267,49,74,122.910438276,-83.426209MeV,8.437912MeV,6.17 s
1268,49,75,123.913175231,-80.876752MeV,8.414396MeV,3.12 s
1269,49,76,124.913600588,-80.480534MeV,8.408482MeV,2.36 s
1270,49,77,125.916463857,-77.813416MeV,8.384638MeV,1.53 s
1271,49,78,126.917353091,-76.9851MeV,8.375649MeV,1.09 s
1272,49,79,127.920172328,-74.358998MeV,8.352755MeV,840 ms
1273,49,80,128.92169698,-72.938793MeV,8.339564MeV,611 ms
1274,49,81,129.924970049,-69.889949MeV,8.314048MeV,290 ms
1275,49,82,130.926851767,-68.137141MeV,8.298814MeV,280 ms
1276,49,83,131.93299026,-62.419171MeV,8.253773MeV,207 ms
1277,49,84,132.93781,-57.93MeV,8.218MeV,165 ms
1278,49,85,133.94415,-52.024MeV,8.173MeV,140 ms
1279,49,86,134.94933,-47.199MeV,8.137MeV,91 ms
1280,50,49,98.94933,-47.199MeV,8.152MeV,5 ms
1281,50,50,99.939044343,-56.779829MeV,8.247942MeV,1 s
1282,50,51,100.93606,-59.56MeV,8.274MeV,1.7 s
1283,50,52,101.930295324,-64.929488MeV,8.324377MeV,4.5 s
1284,50,53,102.9281,-66.974MeV,8.341MeV,7 s
1285,50,54,103.923143223,-71.591627MeV,8.38357MeV,20.8 s
1286,50,55,104.921349437,-73.262528MeV,8.396509MeV,34 s
1287,50,56,105.91688062,-77.425204MeV,8.432712MeV,1.916666666667 m
1288,50,57,106.915644329,-78.576801MeV,8.440097MeV,2.9 m
1289,50,58,107.911925378,-82.040983MeV,8.468758MeV,10.3 m
1290,50,59,108.911283214,-82.639154MeV,8.4706MeV,18.33333333333 m
1291,50,60,109.907842791,-85.843888MeV,8.496104MeV,4.111111111111 h
1292,50,61,110.90773446,-85.944797MeV,8.493186MeV,35.33333333333 m
1293,50,62,111.904818207,-88.661269MeV,8.513674MeV,Stable
1294,50,63,112.905170577,-88.333039MeV,8.506854MeV,115.0902777778 d
1295,50,64,113.902778869,-90.560901MeV,8.522576MeV,Stable
1296,50,65,114.903342397,-90.035978MeV,8.514088MeV,Stable
1297,50,66,115.90174053,-91.528107MeV,8.523134MeV,Stable
1298,50,67,116.902951656,-90.39995MeV,8.50963MeV,Stable
1299,50,68,117.901603167,-91.65606MeV,8.516561MeV,Stable
1300,50,69,118.90330763,-90.068363MeV,8.499477MeV,Stable
1301,50,70,119.902194676,-91.105073MeV,8.504548MeV,Stable
1302,50,71,120.90423548,-89.204076MeV,8.485257MeV,1.126273148148 d
1303,50,72,121.903439046,-89.94595MeV,8.487945MeV,Stable
1304,50,73,122.905720838,-87.820474MeV,8.467278MeV,129.1666666667 d
1305,50,74,123.905273946,-88.236752MeV,8.467441MeV,Stable
1306,50,75,124.907784125,-85.898534MeV,8.445567MeV,9.641203703704 d
1307,50,76,125.90765328,-86.020416MeV,8.443564MeV,230213.0898021 y
1308,50,77,126.910360024,-83.4991MeV,8.42078MeV,2.111111111111 h
1309,50,78,127.910536624,-83.334598MeV,8.416765MeV,59.06666666667 m
1310,50,79,128.913479,-80.593793MeV,8.39284MeV,2.233333333333 m
1311,50,80,129.913967295,-80.138949MeV,8.386868MeV,3.716666666667 m
1312,50,81,130.916999769,-77.314218MeV,8.362896MeV,56 s
1313,50,82,131.917815713,-76.554171MeV,8.35493MeV,39.7 s
1314,50,83,132.923829249,-70.952598MeV,8.31068MeV,1.45 s
1315,50,84,133.928291765,-66.795791MeV,8.277873MeV,1.05 s
1316,50,85,134.93473,-60.799MeV,8.233MeV,530 ms
1317,50,86,135.93934,-56.504MeV,8.199MeV,250 ms
1318,50,87,136.94599,-50.31MeV,8.152MeV,190 ms
1319,51,52,102.93969,-56.178MeV,8.229MeV,1.5 µs
1320,51,53,103.936472,-59.176MeV,8.257MeV,440 ms
1321,51,54,104.931486348,-63.820056MeV,8.29913MeV,1.22 s
1322,51,55,105.928791,-66.33MeV,8.321MeV,600 ms
1323,51,56,106.92415,-70.654MeV,8.36MeV,4 s
1324,51,57,107.92216,-72.507MeV,8.374MeV,7.4 s
1325,51,58,108.918132426,-76.259154MeV,8.40489MeV,17 s
1326,51,59,109.916753,-77.544MeV,8.415MeV,23 s
1327,51,60,110.913163,-80.888145MeV,8.440583MeV,1.25 m
1328,51,61,111.912398009,-81.600729MeV,8.443648MeV,51.4 s
1329,51,62,112.909371672,-84.419744MeV,8.4653MeV,6.666666666667 m
1330,51,63,113.909269,-84.515383MeV,8.462683MeV,3.483333333333 m
1331,51,64,114.906598,-87.003403MeV,8.480915MeV,32.16666666667 m
1332,51,65,115.906793629,-86.821176MeV,8.475813MeV,15.8 m
1333,51,66,116.904835941,-88.64475MeV,8.487942MeV,2.75 h
1334,51,67,117.905528731,-87.99942MeV,8.478942MeV,3.606737602222 m
1335,51,68,118.903942009,-89.477443MeV,8.487937MeV,1.591435185185 d
1336,51,69,119.905072427,-88.424465MeV,8.47569MeV,15.89 m
1337,51,70,120.903815686,-89.595111MeV,8.482023MeV,Stable
1338,51,71,121.905173651,-88.330175MeV,8.468288MeV,2.723842592593 d
1339,51,72,122.90421397,-89.224113MeV,8.472329MeV,Stable
1340,51,73,123.905935743,-87.620291MeV,8.456161MeV,60.18518518519 d
1341,51,74,124.905253818,-88.255501MeV,8.458164MeV,2.7586 y
1342,51,75,125.90724748,-86.398416MeV,8.440355MeV,12.34953703704 d
1343,51,76,126.906923609,-86.7001MeV,8.439824MeV,3.854166666667 d
1344,51,77,127.909169001,-84.608531MeV,8.420605MeV,9 h
1345,51,78,128.909148442,-84.627681MeV,8.418046MeV,4.444444444444 h
1346,51,79,129.911656324,-82.291605MeV,8.397409MeV,39.5 m
1347,51,80,130.911982275,-81.987983MeV,8.392602MeV,23.03333333333 m
1348,51,81,131.914466896,-79.673573MeV,8.372634MeV,2.783333333333 m
1349,51,82,132.91525163,-78.942598MeV,8.364873MeV,2.5 m
1350,51,83,133.920379744,-74.165791MeV,8.327034MeV,779.05532208 ms
1351,51,84,134.925165771,-69.707636MeV,8.292117MeV,1.68 s
1352,51,85,135.93035,-64.879MeV,8.255MeV,923 ms
1353,51,86,136.93531,-60.258MeV,8.22MeV,450 ms
1354,51,87,137.94079,-55.154MeV,8.182MeV,300 ns
1355,51,88,138.94598,-50.319MeV,8.146MeV,150 ns
1356,52,53,104.94364,-52.499MeV,8.184MeV,620 ns
1357,52,54,105.937504237,-58.214429MeV,8.236717MeV,70 µs
1358,52,55,106.935006,-60.541MeV,8.257MeV,3.1 ms
1359,52,56,107.929444597,-65.721935MeV,8.303168MeV,2.1 s
1360,52,57,108.927415515,-67.612012MeV,8.318381MeV,4.6 s
1361,52,58,109.922407316,-72.27712MeV,8.358545MeV,18.6 s
1362,52,59,110.921110692,-73.484917MeV,8.366839MeV,19.3 s
1363,52,60,111.917013672,-77.301267MeV,8.398275MeV,2 m
1364,52,61,112.915891,-78.34703MeV,8.404636MeV,1.7 m
1365,52,62,113.912089,-81.88857MeV,8.432778MeV,15.2 m
1366,52,63,114.911902,-82.062759MeV,8.43115MeV,5.833333333333 m
1367,52,64,115.90846,-85.268962MeV,8.455687MeV,2.488888888889 h
1368,52,65,116.908644719,-85.096897MeV,8.450931MeV,1.027777777778 h
1369,52,66,117.905827581,-87.721044MeV,8.469953MeV,6.018518518519 d
1370,52,67,118.906403645,-87.184443MeV,8.462094MeV,16.05 h
1371,52,68,119.904020222,-89.404587MeV,8.477338MeV,Stable
1372,52,69,120.904936424,-88.551151MeV,8.46693MeV,19.15509259259 d
1373,52,70,121.903043898,-90.314028MeV,8.478137MeV,Stable
1374,52,71,122.904270029,-89.171894MeV,8.465544MeV,9.2×1016 y
1375,52,72,123.902817896,-90.524548MeV,8.473273MeV,Stable
1376,52,73,124.904430731,-89.022201MeV,8.458039MeV,Stable
1377,52,74,125.903311696,-90.064575MeV,8.463242MeV,Stable
1378,52,75,126.905226336,-88.2811MeV,8.446113MeV,9.361111111111 h
1379,52,76,127.904463056,-88.992091MeV,8.44874MeV,8.8×1018 y
1380,52,77,128.906598238,-87.003181MeV,8.430396MeV,1.161111111111 h
1381,52,78,129.906224399,-87.35141MeV,8.430312MeV,5.000000000003×1023 y
1382,52,79,130.908523864,-85.209473MeV,8.411221MeV,25 m
1383,52,80,131.90855316,-85.182183MeV,8.40844MeV,3.203703703704 d
1384,52,81,132.910955306,-82.944598MeV,8.389081MeV,12.5 m
1385,52,82,133.911368737,-82.55949MeV,8.383836MeV,41.83333333333 m
1386,52,83,134.916448592,-77.827636MeV,8.34647MeV,19 s
1387,52,84,135.920101246,-74.42521MeV,8.319429MeV,17.63 s
1388,52,85,136.925322954,-69.561221MeV,8.282114MeV,2.49 s
1389,52,86,137.92922,-65.931MeV,8.254MeV,1.4 s
1390,52,87,138.93473,-60.799MeV,8.216MeV,150 ns
1391,52,88,139.93885,-56.961MeV,8.188MeV,300 ms
1392,52,89,140.94465,-51.558MeV,8.148MeV,150 ns
1393,52,90,141.94908,-47.432MeV,8.119MeV,150 ns
1394,53,55,107.943475,-52.652MeV,8.175MeV,36 ms
1395,53,56,108.938149417,-57.613447MeV,8.219474MeV,103 µs
1396,53,57,109.935242,-60.321MeV,8.243MeV,650 ms
1397,53,58,110.930276,-64.947MeV,8.284MeV,2.5 s
1398,53,59,111.92797,-67.096MeV,8.3MeV,3.42 s
1399,53,60,112.923640583,-71.128339MeV,8.33383MeV,6.6 s
1400,53,61,113.92185,-72.796MeV,8.346MeV,2.1 s
1401,53,62,114.918048,-76.337797MeV,8.374564MeV,1.3 m
1402,53,63,115.916808633,-77.49226MeV,8.381902MeV,2.91 s
1403,53,64,116.91365,-80.434508MeV,8.404395MeV,2.216666666667 m
1404,53,65,117.913074,-80.971048MeV,8.406119MeV,13.7 m
1405,53,66,118.910074,-83.76553MeV,8.426789MeV,19.1 m
1406,53,67,119.910048173,-83.789587MeV,8.424027MeV,1.333333333333 h
1407,53,68,120.907366811,-86.28726MeV,8.441754MeV,2.119444444444 h
1408,53,69,121.907589284,-86.080028MeV,8.437019MeV,3.633333333333 m
1409,53,70,122.905588965,-87.943313MeV,8.449195MeV,13.2235 h
1410,53,71,123.906209852,-87.364961MeV,8.441483MeV,4.175925925926 d
1411,53,72,124.904630164,-88.836431MeV,8.450294MeV,59.375 d
1412,53,73,125.905624153,-87.910536MeV,8.439937MeV,12.92824074074 d
1413,53,74,126.904472681,-88.983125MeV,8.445481MeV,Stable
1414,53,75,127.905809443,-87.737939MeV,8.432829MeV,24.98333333333 m
1415,53,76,128.904987722,-88.503367MeV,8.43596MeV,1.569634703196×107 y
1416,53,77,129.906674247,-86.932379MeV,8.421071MeV,12.36111111111 h
1417,53,78,130.906124609,-87.444363MeV,8.422309MeV,8.0252 d
1418,53,79,131.907997381,-85.699888MeV,8.406435MeV,2.295 h
1419,53,80,132.907796939,-85.886598MeV,8.405319MeV,20.80555555556 h
1420,53,81,133.909744465,-84.07249MeV,8.389288MeV,52.5 m
1421,53,82,134.910048121,-83.789636MeV,8.384838MeV,6.583333333333 h
1422,53,83,135.914653993,-79.499294MeV,8.350986MeV,1.39 m
1423,53,84,136.91787084,-76.50282MeV,8.327072MeV,24.5 s
1424,53,85,137.922349591,-72.33089MeV,8.294988MeV,6.23 s
1425,53,86,138.926099478,-68.837893MeV,8.268249MeV,2.28 s
1426,53,87,139.931,-64.273MeV,8.235MeV,860 ms
1427,53,88,140.93503,-60.519MeV,8.205MeV,430 ms
1428,53,89,141.94018,-55.722MeV,8.171MeV,200 ms
1429,53,90,142.94456,-51.642MeV,8.142MeV,150 ns
1430,53,91,143.94999,-46.584MeV,8.107MeV,300 ns
1431,54,56,109.944278068,-51.904646MeV,8.159116MeV,94 ms
1432,54,57,110.941602,-54.397MeV,8.182MeV,740 ms
1433,54,58,111.935623112,-59.966685MeV,8.229531MeV,2.7 s
1434,54,59,112.933341174,-62.092297MeV,8.246942MeV,2.74 s
1435,54,60,113.927980306,-67.085913MeV,8.289205MeV,10 s
1436,54,61,114.92629392,-68.656771MeV,8.30097MeV,18 s
1437,54,62,115.921581087,-73.046747MeV,8.336835MeV,59 s
1438,54,63,116.920358735,-74.185361MeV,8.344297MeV,1.016666666667 m
1439,54,64,117.916178655,-78.079081MeV,8.374981MeV,3.833333333333 m
1440,54,65,118.915410688,-78.794437MeV,8.378441MeV,5.833333333333 m
1441,54,66,119.911784244,-82.172448MeV,8.404032MeV,40 m
1442,54,67,120.911461829,-82.472775MeV,8.403764MeV,40.16666666667 m
1443,54,68,121.908367632,-85.355002MeV,8.424664MeV,20.11111111111 h
1444,54,69,122.90848191,-85.248552MeV,8.420926MeV,2.080555555556 h
1445,54,70,123.905893003,-87.660103MeV,8.437554MeV,1.6×1014 y
1446,54,71,124.906395464,-87.192064MeV,8.43088MeV,16.88888888889 h
1447,54,72,125.904273634,-89.168536MeV,8.443712MeV,Stable
1448,54,73,126.905183723,-88.320793MeV,8.434105MeV,36.34490740741 d
1449,54,74,127.903531275,-89.860039MeV,8.443296MeV,Stable
1450,54,75,128.904779435,-88.697386MeV,8.4314MeV,Stable
1451,54,76,129.903508007,-89.881713MeV,8.43774MeV,Stable
1452,54,77,130.905082362,-88.415211MeV,8.423748MeV,Stable
1453,54,78,131.904153457,-89.28048MeV,8.427633MeV,Stable
1454,54,79,132.905910722,-87.643598MeV,8.412647MeV,5.243 d
1455,54,80,133.905394464,-88.12449MeV,8.413689MeV,5.8×1022 y
1456,54,81,134.907227495,-86.417033MeV,8.398505MeV,9.138888888889 h
1457,54,82,135.907218794,-86.425137MeV,8.396158MeV,2.4×1021 y
1458,54,83,136.911562125,-82.37935MeV,8.364256MeV,3.818333333333 m
1459,54,84,137.913954475,-80.15089MeV,8.345985MeV,14.08 m
1460,54,85,138.918792936,-75.643893MeV,8.311585MeV,39.68 s
1461,54,86,139.921640943,-72.990992MeV,8.290919MeV,13.6 s
1462,54,87,140.926648049,-68.326902MeV,8.256283MeV,1.73 s
1463,54,88,141.92970959,-65.475096MeV,8.234897MeV,1.25 s
1464,54,89,142.93511,-60.445MeV,8.199MeV,511 ms
1465,54,90,143.93851,-57.278MeV,8.175MeV,388 ms
1466,54,91,144.94407,-52.098MeV,8.138MeV,188 ms
1467,54,92,145.94775,-48.671MeV,8.115MeV,146 ms
1468,54,93,146.95356,-43.259MeV,8.078MeV,100 ms
1469,55,57,111.950301,-46.294MeV,8.1MeV,500 µs
1470,55,58,112.944493274,-51.704182MeV,8.148088MeV,16.7 µs
1471,55,59,113.94145,-54.539MeV,8.171MeV,570 ms
1472,55,60,114.93591,-59.699MeV,8.216MeV,1.4 s
1473,55,61,115.933367,-62.068MeV,8.235MeV,700 ms
1474,55,62,116.928670701,-66.442814MeV,8.271435MeV,8.4 s
1475,55,63,117.926559494,-68.409391MeV,8.286405MeV,14 s
1476,55,64,118.922377304,-72.305075MeV,8.317334MeV,43 s
1477,55,65,119.920677253,-73.888663MeV,8.32848MeV,1.021666666667 m
1478,55,66,120.917229209,-77.100495MeV,8.352899MeV,2.583333333333 m
1479,55,67,121.916113434,-78.139833MeV,8.35911MeV,21.18 s
1480,55,68,122.912996036,-81.043671MeV,8.380379MeV,5.866666666667 m
1481,55,69,123.912257798,-81.731335MeV,8.383432MeV,30.9 s
1482,55,70,124.90972827,-84.087575MeV,8.399785MeV,46.7 m
1483,55,71,125.909451977,-84.34494MeV,8.399221MeV,1.64 m
1484,55,72,126.907417525,-86.24002MeV,8.411561MeV,6.25 h
1485,55,73,127.907748866,-85.931378MeV,8.406491MeV,3.66 m
1486,55,74,128.906064426,-87.500424MeV,8.416056MeV,1.335648148148 d
1487,55,75,129.906708552,-86.900424MeV,8.408789MeV,29.21666666667 m
1488,55,76,130.905463926,-88.059787MeV,8.415063MeV,9.688657407407 d
1489,55,77,131.90643426,-87.155926MeV,8.405612MeV,6.479166666667 d
1490,55,78,132.905451932,-88.070958MeV,8.409978MeV,Stable
1491,55,79,133.906718475,-86.891181MeV,8.398646MeV,2.0652 y
1492,55,80,134.905977008,-87.581853MeV,8.401338MeV,2.314814814815×106 y
1493,55,81,135.907311576,-86.338711MeV,8.38977MeV,13.04 d
1494,55,82,136.907089473,-86.545599MeV,8.388956MeV,30.08 y
1495,55,83,137.911016704,-82.887407MeV,8.360146MeV,33.41666666667 m
1496,55,84,138.913363999,-80.700915MeV,8.342338MeV,9.266666666667 m
1497,55,85,139.917282354,-77.050992MeV,8.314331MeV,1.061666666667 m
1498,55,86,140.920045752,-74.476902MeV,8.294351MeV,24.84 s
1499,55,87,141.924298927,-70.515096MeV,8.264881MeV,1.684 s
1500,55,88,142.92735175,-67.67141MeV,8.243641MeV,1.791 s
1501,55,89,143.932076914,-63.269947MeV,8.211879MeV,995 ms
1502,55,90,144.93552617,-60.056986MeV,8.188751MeV,587 ms
1503,55,91,145.940289423,-55.620044MeV,8.157557MeV,321 ms
1504,55,92,146.944155008,-52.019275MeV,8.132475MeV,235 ms
1505,55,93,147.949218153,-47.302986MeV,8.100195MeV,146 ms
1506,55,94,148.95293,-43.845MeV,8.077MeV,50 ms
1507,55,95,149.95817,-38.964MeV,8.044MeV,50 ms
1508,55,96,150.96219,-35.22MeV,8.02MeV,50 ms
1509,56,58,113.950675405,-45.945564MeV,8.090038MeV,430 ms
1510,56,59,114.94737,-49.025MeV,8.117MeV,450 ms
1511,56,60,115.94138,-54.604MeV,8.164MeV,1.3 s
1512,56,61,116.938499,-57.288MeV,8.186MeV,1.75 s
1513,56,62,117.93304,-62.373MeV,8.229MeV,5.5 s
1514,56,63,118.930659661,-64.59011MeV,8.245928MeV,5.337971651289 s
1515,56,64,119.926044974,-68.888663MeV,8.280294MeV,24 s
1516,56,65,120.924054499,-70.742779MeV,8.29389MeV,29.7 s
1517,56,66,121.919904,-74.608944MeV,8.323756MeV,1.95 m
1518,56,67,122.918781036,-75.654978MeV,8.330208MeV,2.666666666667 m
1519,56,68,123.915093603,-79.0898MeV,8.35582MeV,11 m
1520,56,69,124.914472912,-79.66797MeV,8.35817MeV,3.5 m
1521,56,70,125.911250177,-82.669928MeV,8.379718MeV,1.666666666667 h
1522,56,71,126.911093797,-82.815595MeV,8.378437MeV,12.7 m
1523,56,72,127.908317698,-85.401514MeV,8.39624MeV,2.430555555556 d
1524,56,73,128.908679439,-85.064555MeV,8.391109MeV,2.230555555556 h
1525,56,74,129.906320811,-87.261603MeV,8.405549MeV,Stable
1526,56,75,130.906941118,-86.68379MeV,8.398587MeV,11.50462962963 d
1527,56,76,131.905061288,-88.434841MeV,8.409373MeV,3×1021 y
1528,56,77,132.90600749,-87.553459MeV,8.400205MeV,10.52328767123 y
1529,56,78,133.904508383,-88.949868MeV,8.408171MeV,Stable
1530,56,79,134.905688591,-87.850512MeV,8.397533MeV,Stable
1531,56,80,135.904575945,-88.886935MeV,8.402755MeV,Stable
1532,56,81,136.905827384,-87.721227MeV,8.391827MeV,Stable
1533,56,82,137.905247237,-88.261631MeV,8.39342MeV,Stable
1534,56,83,138.908841341,-84.913745MeV,8.367017MeV,1.384333333333 h
1535,56,84,139.910604505,-83.271368MeV,8.353174MeV,12.75231481481 d
1536,56,85,140.914411009,-79.725632MeV,8.326028MeV,18.26666666667 m
1537,56,86,141.91645341,-77.823147MeV,8.310836MeV,10.6 m
1538,56,87,142.920626719,-73.935736MeV,8.281977MeV,14.5 s
1539,56,88,143.922952853,-71.768956MeV,8.265467MeV,11.5 s
1540,56,89,144.927627032,-67.414986MeV,8.2341MeV,4.31 s
1541,56,90,145.930219572,-65.00005MeV,8.216445MeV,2.22 s
1542,56,91,146.934945,-60.598MeV,8.186MeV,893 ms
1543,56,92,147.937720047,-58.013403MeV,8.167277MeV,611 ms
1544,56,93,148.94258,-53.486MeV,8.137MeV,344 ms
1545,56,94,149.94568,-50.599MeV,8.117MeV,300 ms
1546,56,95,150.95081,-45.82MeV,8.085MeV,300 ns
1547,56,96,151.95427,-42.597MeV,8.063MeV,100 ms
1548,56,97,152.95961,-37.623MeV,8.031MeV,80 ms
1549,57,60,116.950068,-46.512MeV,8.088MeV,23.5 ms
1550,57,61,117.94673,-49.621MeV,8.114MeV,1 s
1551,57,62,118.94099,-54.967MeV,8.158MeV,2 s
1552,57,63,119.93807,-57.687MeV,8.18MeV,2.8 s
1553,57,64,120.93301,-62.401MeV,8.218MeV,5.3 s
1554,57,65,121.93071,-64.543MeV,8.235MeV,8.7 s
1555,57,66,122.92624,-68.707MeV,8.267MeV,17 s
1556,57,67,123.924574275,-70.25861MeV,8.278292MeV,29.21 s
1557,57,68,124.920816034,-73.759389MeV,8.304642MeV,1.08 m
1558,57,69,125.919512667,-74.973468MeV,8.312426MeV,54 s
1559,57,70,126.916375448,-77.895769MeV,8.333538MeV,5.166666666667 m
1560,57,71,127.915585177,-78.631901MeV,8.33724MeV,5.183333333333 m
1561,57,72,128.912692815,-81.32612MeV,8.356064MeV,11.6 m
1562,57,73,129.912368724,-81.628008MeV,8.356196MeV,8.666666666667 m
1563,57,74,130.91007,-83.769256MeV,8.370367MeV,58.33333333333 m
1564,57,75,131.910101145,-83.740245MeV,8.367881MeV,4.722222222222 h
1565,57,76,132.908218,-85.494383MeV,8.378841MeV,3.911111111111 h
1566,57,77,133.908514011,-85.21865MeV,8.374488MeV,6.45 m
1567,57,78,134.906976844,-86.650512MeV,8.382849MeV,19.5 h
1568,57,79,135.907635536,-86.036945MeV,8.376046MeV,9.866666666667 m
1569,57,80,136.906493598,-87.100653MeV,8.381586MeV,60248.60476915 y
1570,57,81,137.90711193,-86.524681MeV,8.375164MeV,1.021055301877×1011 y
1571,57,82,138.906353267,-87.231371MeV,8.378063MeV,Stable
1572,57,83,139.909477645,-84.321031MeV,8.355083MeV,1.67855 d
1573,57,84,140.910962152,-82.938221MeV,8.343264MeV,3.916666666667 h
1574,57,85,141.91407913,-80.034775MeV,8.320902MeV,1.519444444444 h
1575,57,86,142.91606272,-78.187073MeV,8.306235MeV,14.2 m
1576,57,87,143.919599647,-74.892447MeV,8.281725MeV,40.8 s
1577,57,88,144.921645401,-72.986839MeV,8.267131MeV,24.8 s
1578,57,89,145.92579346,-69.122947MeV,8.239325MeV,6.26 s
1579,57,90,146.928235284,-66.848403MeV,8.222709MeV,4.015 s
1580,57,91,147.932228868,-63.128403MeV,8.196551MeV,1.26 s
1581,57,92,148.934734,-60.795MeV,8.18MeV,1.05 s
1582,57,93,149.93877,-57.035MeV,8.154MeV,510 ms
1583,57,94,150.94172,-54.287MeV,8.137MeV,300 ns
1584,57,95,151.94625,-50.068MeV,8.107MeV,150 ns
1585,57,96,152.94962,-46.929MeV,8.088MeV,100 ns
1586,57,97,153.9545,-42.383MeV,8.057MeV,100 ms
1587,57,98,154.95835,-38.797MeV,8.034MeV,60 ms
1588,58,61,118.95276,-44.004MeV,8.06MeV,200 ms
1589,58,62,119.94664,-49.705MeV,8.107MeV,250 ms
1590,58,63,120.94342,-52.704MeV,8.133MeV,1.1 s
1591,58,64,121.93791,-57.836MeV,8.173MeV,2 s
1592,58,65,122.9354,-60.175MeV,8.192MeV,3.8 s
1593,58,66,123.93041,-64.823MeV,8.229MeV,6 s
1594,58,67,124.92844,-66.658MeV,8.243MeV,10.2 s
1595,58,68,125.923971,-70.820558MeV,8.273257MeV,51 s
1596,58,69,126.922731,-71.975611MeV,8.280762MeV,31 s
1597,58,70,127.918911,-75.533918MeV,8.306925MeV,3.933333333333 m
1598,58,71,128.918102,-76.287496MeV,8.31094MeV,3.5 m
1599,58,72,129.914736,-79.422905MeV,8.333216MeV,22.9 m
1600,58,73,130.914422,-79.715394MeV,8.333449MeV,10.3 m
1601,58,74,131.911460487,-82.474025MeV,8.352362MeV,3.51 h
1602,58,75,132.91151502,-82.423228MeV,8.349867MeV,1.611111111111 h
1603,58,76,133.908924821,-84.835983MeV,8.365794MeV,3.159722222222 d
1604,58,77,134.909151396,-84.62493MeV,8.362049MeV,17.69444444444 h
1605,58,78,135.907172422,-86.468332MeV,8.373466MeV,7×1013 y
1606,58,79,136.907805577,-85.878553MeV,8.366955MeV,8.888888888889 h
1607,58,80,137.905991321,-87.568521MeV,8.377059MeV,9×1013 y
1608,58,81,138.906652651,-86.952496MeV,8.370428MeV,137.6412037037 d
1609,58,82,139.905438706,-88.083278MeV,8.376368MeV,Stable
