,Protons,Neutrons,Atomic Weight,Mass Excess,Binding Energy,Half-life,Half-life Magnitude,Half-life Time
2073,71,85,155.953032523,-43.749923,7.995697,0.494,-1.0,2.897908982974549
2074,71,86,156.9500983,-46.483134,8.013588,6.8,0.0,3.4681879072585184
2075,71,87,157.949313283,-47.214373,8.018581,10.6,1.0,3.576613415221881
2076,71,88,158.946628776,-49.714975,8.03464,12.1,1.0,3.6089388459405995
2077,71,89,159.946033,-50.269937,8.038338,36.1,1.0,3.875913790556129
2078,71,90,160.943572,-52.562344,8.052781,76.00000000002,1.0,4.057735438352116
2079,71,91,161.943277288,-52.836866,8.05459,82.2,1.0,4.0768891662770015
2080,71,92,162.941179,-54.791409,8.066684,238.00000000001998,2.0,4.336543759448918
2081,71,93,163.941339,-54.64237,8.065803,187.99999999998,2.0,4.278945111543787
2082,71,94,164.939406724,-56.442273,8.076745,644.4,2.0,4.579818101042357
2083,71,95,165.939859,-56.020981,8.074175,159.0,2.0,4.238025800024317
2084,71,96,166.93827,-57.501125,8.083021,3090.0,3.0,4.962689326159325
2085,71,97,167.938739111,-57.064151,8.08035,330.0,2.0,4.416366543247943
2086,71,98,168.937651439,-58.077311,8.086292,122599.9999999584,5.0,6.059312785751988
2087,71,99,169.938474968,-57.310199,8.081691,173799.99999999357,5.0,6.118462660472703
2088,71,100,170.937913136,-57.833542,8.084691,712000.0000000224,5.0,6.357479140602562
2089,71,101,171.939085669,-56.741334,8.078263,580000.0000000033,5.0,6.322724331224899
2090,71,102,172.938930602,-56.885778,8.079058,43205479.45206646,7.0,7.002490711307677
2091,71,103,173.94033748,-55.575279,8.071482,104397400.0,8.0,7.009470179284022
2092,71,104,174.940771819,-55.170695,8.069169,2.486929000002984e+62,62.0,8.0
2093,71,105,175.94268631,-53.387359,8.059049,1.185904e+18,18.0,7.192638404953111
2094,71,106,176.943758055,-52.389034,8.053478,574300.0000000224,5.0,6.3210503706323165
2095,71,107,177.945954559,-50.343004,8.042083,1699.9999999998,3.0,4.81674585931947
2096,71,108,178.947327443,-49.06417,8.035102,16499.9999999988,4.0,5.4790436590174805
2097,71,109,179.94988116,-46.685398,8.022088,340.00000000002,2.0,4.423657811165447
2098,71,110,180.95197,-44.74,8.012,210.0,2.0,4.3059739964375305
2099,71,111,181.95504,-41.88,7.996,120.0,2.0,4.169293807598781
2100,71,112,182.95757,-39.523,7.984,58.0,1.0,3.9917199075064453
2101,71,113,183.96091,-36.412,7.967,20.0,1.0,3.7316756633516293
2102,72,81,152.97069,-27.302,7.882,6.000000000002e-08,-8.0,0.06000000000002001
2103,72,82,153.96486,-32.733,7.918,2.0,0.0,3.1692938075987813
2104,72,83,154.96339,-34.102,7.928,0.89,-1.0,2.983130002214971
2105,72,84,155.959364025,-37.852167,7.952876,0.023,-2.0,2.4539092786725307
2106,72,85,156.958396,-38.754,7.959,0.11,-1.0,2.680464228386075
2107,72,86,157.954799366,-42.104119,7.981286,2.85,0.0,3.25579649645123
2108,72,87,158.95399487,-42.853503,7.986566,5.6,0.0,3.4207673710798088
2109,72,88,159.950684379,-45.937205,8.006369,13.6,1.0,3.6374817148572998
2110,72,89,160.950274844,-46.318685,8.009142,18.2,1.0,3.708641285556113
2111,72,90,161.947210498,-49.173105,8.027145,39.4,1.0,3.8972781260769236
2112,72,91,162.947089,-49.28628,8.02811,40.0,1.0,3.9009694709504106
2113,72,92,163.944367284,-51.821541,8.043833,111.0,2.0,4.150252532423982
2114,72,93,164.944567,-51.635507,8.042872,76.00000000002,1.0,4.057735438352116
2115,72,94,165.94218,-53.858984,8.056438,406.00000000002,2.0,4.466987711542769
2116,72,95,166.9426,-53.467756,8.054184,122.99999999999999,2.0,4.17532471491865
2117,72,96,167.940568,-55.360552,8.065553,1557.0,3.0,4.795285194034743
2118,72,97,168.941259,-54.71689,8.061778,193.99999999998,2.0,4.2866181824727105
2119,72,98,169.939609,-56.253855,8.070875,57639.999999996005,4.0,5.872635604591241
2120,72,99,170.940492,-55.431345,8.066068,43599.999999996,4.0,5.784795802096205
2121,72,100,171.939448301,-56.403544,8.071751,59007483.510904685,7.0,7.004956576801038
2122,72,101,172.940513,-55.411784,8.066016,84999.999999996,4.0,5.994859615289162
2123,72,102,173.940046178,-55.846626,8.068545,6.300799086757458e+22,22.0,7.278715211072471
2124,72,103,174.941509181,-54.483847,8.060774,5999999.999999615,6.0,6.718745906625853
2125,72,104,175.941408631,-54.577509,8.061366,2.486929000002984e+62,62.0,8.0
2126,72,105,176.943220651,-52.889623,8.051886,2.486929000002984e+62,62.0,8.0
2127,72,106,177.943698766,-52.444262,8.049493,2.486929000002984e+62,62.0,8.0
2128,72,107,178.945816145,-50.471936,8.038596,2.486929000002984e+62,62.0,8.0
2129,72,108,179.946549953,-49.788398,8.034981,2.486929000002984e+62,62.0,8.0
2130,72,109,180.949101246,-47.411884,8.022052,3662000.000000064,6.0,6.635058006076898
2131,72,110,181.950554096,-46.058563,8.014886,280035514967019.16,14.0,7.126572028237341
2132,72,111,182.953530439,-43.286117,8.000045,3840.9999999983997,3.0,5.020389492236572
2133,72,112,183.955446515,-41.501304,7.990732,14799.999999999598,4.0,5.444829889855328
2134,72,113,184.95882,-38.359,7.974,210.0,2.0,4.3059739964375305
2135,72,114,185.96089,-36.431,7.964,156.0,2.0,4.233373481519801
2136,72,115,186.96459,-32.984,7.946,30.0,1.0,3.8307061924012187
2137,72,116,187.96685,-30.879,7.936,20.0,1.0,3.7316756633516293
2138,73,82,154.974592,-23.668,7.856,1.3e-05,-5.0,1.3713144507689456
2139,73,83,155.972303,-25.799,7.871,0.14400000000000002,-1.0,2.7194541640317498
2140,73,84,156.968192445,-29.628547,7.896268,0.0101,-2.0,2.334773791260881
2141,73,85,157.966699,-31.019,7.906,0.055,-2.0,2.580120896498081
2142,73,86,158.963018173,-34.44835,7.928783,0.8300000000000001,-1.0,2.9730260307920244
2143,73,87,159.961486056,-35.875507,7.938593,1.55,0.0,3.1070390936255996
2144,73,88,160.958417,-38.734,7.957,3.0,0.0,3.2683243366483707
2145,73,89,161.957291859,-39.782377,7.964348,3.57,0.0,3.310810576992791
2146,73,90,162.954330271,-42.541078,7.981929,10.6,1.0,3.576613415221881
2147,73,91,163.953534,-43.282801,7.986997,14.2,1.0,3.6480260574765198
2148,73,92,164.950772514,-45.855107,8.003098,31.0,1.0,3.8387147569772284
2149,73,93,165.950512,-46.097776,8.004971,34.4,1.0,3.8641325884060826
2150,73,94,166.948093,-48.35106,8.018861,79.80000000000001,1.0,4.069651915685105
2151,73,95,167.948047,-48.393908,8.019428,120.0,2.0,4.169293807598781
2152,73,96,168.946011,-50.29043,8.030957,289.99999999998,2.0,4.384807955660495
2153,73,97,169.946175,-50.137665,8.030296,406.00000000002,2.0,4.466987711542769
2154,73,98,170.944476,-51.720273,8.039791,1399.9999999998,3.0,4.7693253231407535
2155,73,99,171.944895,-51.329977,8.037705,2209.9999999998004,3.0,4.880825533240496
2156,73,100,172.94375,-52.396538,8.044064,11300.0000000004,4.0,5.359927471754319
2157,73,101,173.944454,-51.740766,8.040452,4100.0000000004,3.0,5.040922254685049
2158,73,102,174.943737,-52.408647,8.044445,37800.0,4.0,5.739878989685344
2159,73,103,175.944857,-51.365374,8.03867,29099.9999999988,4.0,5.65757360959696
2160,73,104,176.944472403,-51.723623,8.040878,203599.9999999584,5.0,6.145285512187034
2161,73,105,177.945778221,-50.507262,8.034216,8496.0,3.0,5.270184730931228
2162,73,106,178.945929535,-50.366314,8.033636,57407280.56823672,7.0,7.004739075837511
2163,73,107,179.947464831,-48.936195,8.0259,29350.000000000804,4.0,5.660265311044883
2164,73,108,180.947995763,-48.441634,8.023418,2.486929000002984e+62,62.0,8.0
2165,73,109,181.950151849,-46.433254,8.012647,9886800.000003839,6.0,6.803398407333605
2166,73,110,182.951372616,-45.296117,8.006753,440000.0000000352,5.0,6.27590091039702
2167,73,111,183.954007966,-42.841304,7.993763,30999.999999999603,4.0,5.677475421738638
2168,73,112,184.955559375,-41.396176,7.98637,2959.9999999998004,3.0,4.9521914743247875
2169,73,113,185.958552023,-38.608542,7.97184,630.0,2.0,4.574298333085902
2170,73,114,186.96053,-36.766,7.963,120.0,2.0,4.169293807598781
2171,73,115,187.9637,-33.813,7.947,20.0,1.0,3.7316756633516293
2172,73,116,188.96583,-31.829,7.938,3.0,0.0,3.2683243366483707
2173,73,117,189.96923,-28.662,7.922,0.3,-1.0,2.825707084906554
2174,74,84,157.974562,-23.695,7.855,0.00125,-3.0,2.0323033376693522
2175,74,85,158.972918,-25.227,7.866,0.0073,-3.0,2.2877742867068185
2176,74,86,159.968478805,-29.361804,7.892993,0.09,-2.0,2.6514141698131084
2177,74,87,160.967357,-30.407,7.901,0.40900000000000003,-1.0,2.8705744360024474
2178,74,88,161.963497417,-34.001937,7.923837,1.36,0.0,3.0750998591044523
2179,74,89,162.962523542,-34.909095,7.930308,2.8,0.0,3.2514735634810275
2180,74,90,163.958954382,-38.233747,7.95144,6.3,0.0,3.4495346215802063
2181,74,91,164.958279949,-38.861977,7.955974,5.1,0.0,3.3979246287093265
2182,74,92,165.955027253,-41.891844,7.974921,19.2,1.0,3.7217053264882116
2183,74,93,166.954816014,-42.088612,7.976676,19.9,1.0,3.7304514034615863
2184,74,94,167.951808394,-44.890192,7.993916,53.0,1.0,3.969701463375947
2185,74,95,168.95177879,-44.917768,7.994537,73.99999999998,1.0,4.051222003374328
2186,74,96,169.949228482,-47.293364,8.008962,145.00000000002,2.0,4.2155141480617635
2187,74,97,170.949451,-47.086091,8.008115,142.99999999998,2.0,4.212121880520557
2188,74,98,171.947292,-49.097186,8.020175,400.00000000002,2.0,4.46335132670327
2189,74,99,172.947689,-48.727383,8.018333,460.00000000002,2.0,4.497486690801523
2190,74,100,173.946079,-50.227088,8.027256,1990.0000000001999,3.0,4.855215114967306
2191,74,101,174.946717,-49.632795,8.024112,2110.0000000001996,3.0,4.869516136256973
2192,74,102,175.945634,-50.641603,8.030112,9000.0,3.0,5.288318191191191
2193,74,103,176.946643,-49.701726,8.025035,7920.000000000001,3.0,5.248094400678527
2194,74,104,177.945876236,-50.415962,8.029308,1870000.000000128,6.0,6.521145682673901
2195,74,105,178.947070447,-49.303561,8.023328,2223.0,3.0,4.882258026125097
2196,74,106,179.946704459,-49.644477,8.025488,5.6772e+25,25.0,7.332538667202959
2197,74,107,180.948197248,-48.253952,8.018059,10470000.000003839,7.0,6.813112727315835
2198,74,108,181.948204156,-48.247518,8.018316,2.6178200000000002e+26,26.0,7.344630535958512
2199,74,109,182.950222951,-46.367023,8.00833,4.1002e+26,26.0,7.348180197475795
2200,74,110,183.950931188,-45.707304,8.005087,9.1466e+26,26.0,7.354527640044143
2201,74,111,184.953419264,-43.389676,7.992917,6489999.999999936,6.0,6.732051741758786
2202,74,112,185.954364127,-42.509542,7.988607,8.5158e+26,26.0,7.353962321088551
2203,74,113,186.957160466,-39.904768,7.97512,85389.99999998401,4.0,5.996300038162225
2204,74,114,187.958489105,-38.66715,7.969048,6028999.999999776,6.0,6.719563156484668
2205,74,115,188.961912868,-35.477935,7.952715,642.0,2.0,4.578906759176485
2206,74,116,189.963181378,-34.296326,7.947121,1800.0,3.0,4.830706192401219
2207,74,117,190.9666,-31.112,7.931,20.0,1.0,3.7316756633516293
2208,74,118,191.96817,-29.649,7.924,10.0,1.0,3.5623818557528475
2209,75,85,159.982115,-16.66,7.809,0.00082,-4.0,1.9712712841279054
2210,75,86,160.977589119,-20.875601,7.836532,0.00037,-4.0,1.8560672413556651
2211,75,87,161.976002,-22.354,7.847,0.107,-1.0,2.6764612592284034
2212,75,88,162.972080535,-26.006814,7.870893,0.39,-1.0,2.8636882023421664
2213,75,89,163.970323,-27.644,7.882,,,
2214,75,90,164.967088557,-30.656812,7.901504,1.0,0.0,3.0
2215,75,91,165.965808,-31.85,7.91,2.0,0.0,3.1692938075987813
2216,75,92,166.962601,-34.837,7.929,5.9,0.0,3.433513184818125
2217,75,93,167.961572608,-35.794885,7.93512,4.4,0.0,3.3618661102914387
2218,75,94,168.958791096,-38.385847,7.951257,8.0,0.0,3.5078814227963444
2219,75,95,169.958220071,-38.917754,7.955092,9.2,0.0,3.5420167868945986
2220,75,96,170.955716,-41.250281,7.969412,15.2,1.0,3.664647390197985
2221,75,97,171.955422961,-41.523244,7.971592,15.0,1.0,3.6614123848024374
2222,75,98,172.953243,-43.553865,7.983906,118.8,2.0,4.166839120236552
2223,75,99,173.953115,-43.673097,7.985094,144.0,2.0,4.213823903691868
2224,75,100,174.951381,-45.288307,7.994816,352.99999999998,2.0,4.432822266856155
2225,75,101,175.951623,-45.062886,7.99397,319.99999999998,2.0,4.40885089374674
2226,75,102,176.950328,-46.26917,8.001222,840.0,2.0,4.644561611635093
2227,75,103,177.950989,-45.653453,7.998157,792.0,2.0,4.630190446939809
2228,75,104,178.949987641,-46.586212,8.003776,1170.0,3.0,4.725492058723456
2229,75,105,179.950789084,-45.839673,8.000004,146.4,2.0,4.217861009436148
2230,75,106,180.950067916,-46.511436,8.00411,71600.000000004,4.0,5.940878093363578
2231,75,107,181.95121008,-45.447518,7.998633,229999.9999999968,5.0,6.165950621584739
2232,75,108,182.950819841,-45.811023,8.001017,5999999.999999615,6.0,6.718745906625853
2233,75,109,183.952520756,-44.226631,7.992788,3299999.9999996163,6.0,6.617415838503115
2234,75,110,184.952954982,-43.822152,7.991026,2.486929000002984e+62,62.0,8.0
2235,75,111,185.954986084,-41.930192,7.981286,321287.04,5.0,6.222605102200014
2236,75,112,186.955753109,-41.215714,7.977947,1.3001648909181906e+18,18.0,7.193366113291751
2237,75,113,187.958114438,-39.01615,7.966743,61210.8,4.0,5.891548711988034
2238,75,114,188.959229007,-37.977935,7.961804,87499.9999999584,4.0,6.0021442945181755
2239,75,115,189.961817977,-35.566326,7.949687,186.0,2.0,4.2763329012243805
2240,75,116,190.963125242,-34.348616,7.943949,589.99999999998,2.0,4.558276896323812
2241,75,117,191.96596,-31.708,7.931,16.0,1.0,3.6771752303951257
2242,75,118,192.96747,-30.302,7.924,30.0,1.0,3.8307061924012187
2243,75,119,193.97042,-27.554,7.911,3.0000000000000004e-07,-7.0,0.30000000000000004
2244,76,86,161.984431,-14.503,7.794,0.0021000000000000003,-3.0,2.107406431577973
2245,76,87,162.98269,-16.124,7.805,0.0055,-3.0,2.246787563164748
2246,76,88,163.978035649,-20.459661,7.83352,0.021,-2.0,2.4407397649113065
2247,76,89,164.976762,-21.646,7.842,0.07100000000000001,-2.0,2.6170861162396917
2248,76,90,165.972690753,-25.4384,7.866378,0.199,-1.0,2.7662843588032358
2249,76,91,166.971547969,-26.502896,7.873979,0.81,-1.0,2.9694950062928833
2250,76,92,167.967803678,-29.99068,7.895914,2.1,0.0,3.181210284931835
2251,76,93,168.96701927,-30.721352,7.901276,3.43,0.0,3.301039700603241
2252,76,94,169.963577028,-33.92778,7.921137,7.37,0.0,3.4878479756274343
2253,76,95,170.963184819,-34.29312,7.924152,8.2,0.0,3.5139123301162134
2254,76,96,171.960023303,-37.238053,7.942129,19.2,1.0,3.7217053264882116
2255,76,97,172.959808409,-37.438225,7.944033,22.4,1.0,3.7593549862773714
2256,76,98,173.957062202,-39.996301,7.959466,44.0,1.0,3.9242479660442866
2257,76,99,174.956945835,-40.104697,7.960725,84.0,1.0,4.082179755882246
2258,76,100,175.954806,-42.09794,7.972678,216.0,2.0,4.312854432741457
2259,76,101,176.954965324,-41.94953,7.972397,180.0,2.0,4.268324336648371
2260,76,102,177.953251241,-43.546189,7.981923,300.0,2.0,4.393088048154066
2261,76,103,178.953816017,-43.020103,7.979483,390.0,2.0,4.457167722075086
2262,76,104,179.952378803,-44.358859,7.987431,1290.0,3.0,4.749339213763805
2263,76,105,180.953244,-43.552934,7.983442,6300.0,3.0,5.176087573656408
2264,76,106,181.952110186,-44.609074,7.989728,79599.999999996,4.0,5.974206357936125
2265,76,107,182.953126102,-43.662754,7.985002,47000.000000016,4.0,5.808423611870365
2266,76,108,183.952489071,-44.256145,7.988696,1.76624e+21,21.0,7.2504377101995
2267,76,109,184.954042265,-42.809355,7.981323,8090000.000000064,6.0,6.7694025950275485
2268,76,110,185.953838158,-42.999479,7.982829,6.300799086757458e+22,22.0,7.278715211072471
2269,76,111,186.955750458,-41.218183,7.973776,2.486929000002984e+62,62.0,8.0
2270,76,112,187.955838228,-41.136426,7.97386,2.486929000002984e+62,62.0,8.0
2271,76,113,188.95814747,-38.98538,7.962995,2.486929000002984e+62,62.0,8.0
2272,76,114,189.958447048,-38.706326,7.962096,2.486929000002984e+62,62.0,8.0
2273,76,115,190.960929718,-36.393733,7.95056,1330000.000000128,6.0,6.463388832306684
2274,76,116,191.96148069,-35.880506,7.948516,2.486929000002984e+62,62.0,8.0
2275,76,117,192.964151563,-33.392604,7.936261,108400.00000003199,5.0,6.038448196570418
2276,76,118,193.965182083,-32.432681,7.93201,190024099.44189912,8.0,7.014208501576051
2277,76,119,194.968126661,-29.689824,7.918658,540.0,2.0,4.5366486732967415
2278,76,120,195.969639333,-28.280779,7.912248,2089.9999999998004,3.0,4.8671900297540365
2279,77,87,163.992201,-7.265,7.748,0.001,-3.0,2.0
2280,77,88,164.98752,-11.625,7.777,1e-06,-6.0,1.0
2281,77,89,165.985824,-13.205,7.788,0.0105,-2.0,2.3403964330233125
2282,77,90,166.981665156,-17.078797,7.812863,0.0352,-2.0,2.515514221159377
2283,77,91,167.979881,-18.741,7.824,0.00016099999999999998,-4.0,1.73560862534395
2284,77,92,168.976294942,-22.081119,7.845521,0.353,-1.0,2.849258235129274
2285,77,93,169.974965,-23.32,7.854,0.87,-1.0,2.979839750872873
2286,77,94,170.971626042,-26.430172,7.873595,3.2,0.0,3.2840871822410596
2287,77,95,171.970456,-27.52,7.881,4.4,0.0,3.3618661102914387
2288,77,96,172.967501739,-30.271935,7.898087,8.9,0.0,3.5339197137701746
2289,77,97,173.966861045,-30.868738,7.902513,7.9,0.0,3.5048091893739493
2290,77,98,174.964112895,-33.428622,7.918105,8.9,0.0,3.5339197137701746
2291,77,99,175.963648688,-33.861029,7.921433,8.7,0.0,3.5283685808031873
2292,77,100,176.9613015,-36.047421,7.934632,30.0,1.0,3.8307061924012187
2293,77,101,177.961082,-36.251884,7.936549,12.0,1.0,3.606911951845934
2294,77,102,178.959122266,-38.077364,7.9475,79.00000000002,1.0,4.067191045126859
2295,77,103,179.959229446,-37.977526,7.947633,90.0,1.0,4.09903052904959
2296,77,104,180.957625297,-39.471782,7.956572,294.0,2.0,4.388153752319776
2297,77,105,181.958076296,-39.051679,7.954894,900.0,2.0,4.661412384802437
2298,77,106,182.956846458,-40.197266,7.96179,3400.0000000001996,3.0,4.986039666918295
2299,77,107,183.957476,-39.610851,7.959198,11099.9999999988,4.0,5.354308429927644
2300,77,108,184.956698,-40.335554,7.963722,51800.000000004,4.0,5.8390217554973
2301,77,109,185.957946104,-39.172952,7.95805,59900.000000004,4.0,5.884737266817021
2302,77,110,186.957363361,-39.715774,7.961558,37800.0,4.0,5.739878989685344
2303,77,111,187.958853121,-38.328071,7.954761,149400.0000000288,5.0,6.0928218855462575
2304,77,112,188.958718935,-38.453064,7.956039,1139999.999999616,6.0,6.437261143875954
2305,77,113,189.960545968,-36.751194,7.947688,1018000.000000224,6.0,6.418076344972836
2306,77,114,190.960594046,-36.706409,7.948101,2.486929000002984e+62,62.0,8.0
2307,77,115,191.962605012,-34.833207,7.938986,6378700.00000032,6.0,6.729119789753474
2308,77,116,192.96292643,-34.533808,7.938121,2.486929000002984e+62,62.0,8.0
2309,77,117,193.965078378,-32.529281,7.928475,69410.00000001599,4.0,5.931103518647979
2310,77,118,194.965979573,-31.689824,7.924902,9000.0,3.0,5.288318191191191
2311,77,119,195.968396542,-29.438431,7.914163,52.0,1.0,3.96504914487143
2312,77,120,196.969653285,-28.267783,7.909018,349.99999999998,2.0,4.430737707943212
2313,77,121,197.97228,-25.821,7.897,8.0,0.0,3.5078814227963444
2314,77,122,198.973804583,-24.400873,7.891218,6.0,0.0,3.4376181442471525
2315,78,88,165.994855,-4.792,7.733,0.0003,-4.0,1.8257070849065542
2316,78,89,166.992979,-6.54,7.745,0.0009,-4.0,1.9847475031464414
2317,78,90,167.988150742,-11.037512,7.773784,0.0021000000000000003,-3.0,2.107406431577973
2318,78,91,168.986715,-12.375,7.783,0.007,-3.0,2.281699346671419
2319,78,92,169.982495289,-16.305533,7.808273,0.013800000000000002,-2.0,2.379959695467079
2320,78,93,170.981244542,-17.470596,7.816624,0.051000000000000004,-2.0,2.569190058699312
2321,78,94,171.977347128,-21.101014,7.839212,0.096,-2.0,2.660757077679856
2322,78,95,172.976444754,-21.94157,7.845413,0.382,-1.0,2.8606877876372363
2323,78,96,173.972818767,-25.319155,7.866122,0.889,-1.0,2.9829672536567378
2324,78,97,174.972420552,-25.69009,7.869415,2.53,0.0,3.2267076667909116
