Z,N,Nuclide,Mass,Mass Uncertainty (%),Half Life,M
48,49.0,Cd- 98,97.927405913,0.0001,9.2S 3,-60.45
48,50.0,Cd- 99,98.924925848,0.0,16S 3,-67.64
48,51.0,Cd-100,99.920348818,0.0,49.1S 5,-69.9311
48,52.0,Cd-101,100.918586547,0.0,1.36M 5,-74.1946
48,53.0,Cd-102,101.914481794,0.0,5.5M 5,-75.8365
48,54.0,Cd-103,102.913416315,0.0,7.3M 1,-79.6595
48,55.0,Cd-104,103.909856226,0.0,57.7M 10,-80.652
48,56.0,Cd-105,104.909463816,0.0,55.5M 4,-83.9682
48,57.0,Cd-106,105.906461655,0.0,-1.0,-84.3338
48,58.0,Cd-107,106.906612305,0.0,6.50H 2,-87.132
48,59.0,Cd-108,107.90418351,0.0,-1.0,-86.9902
48,60.0,Cd-109,108.904986713,0.0,461.4D 12,-89.2526
48,61.0,Cd-110,109.903004927,0.0,-1.0,-88.5044
48,62.0,Cd-111,110.904181101,0.0,-1.0,-90.3488
48,63.0,Cd-112,111.902760801,0.0,-1.0,-89.2531
48,64.0,Cd-nat,112.411,0.0071,,-90.5758
48,64.0,Cd-113,112.904404738,0.0,8.04E+15Y 5,-90.5758
48,65.0,Cd-114,113.903361614,0.0,-1.0,-89.0433
48,66.0,Cd-115,114.905434041,0.0,53.46H 5,-90.0148
48,67.0,Cd-116,115.904758931,0.0,2.9E+19Y +4 -3,-88.0844
48,68.0,Cd-117,116.90722174,0.0,2.49H 4,-88.7126
48,69.0,Cd-118,117.906917652,0.0,50.3M 2,-86.4185
48,70.0,Cd-119,118.909846946,0.0,2.69M 2,-86.70200000000001
48,71.0,Cd-120,119.909868071,0.0,50.80S 21,-83.98
48,72.0,Cd-121,120.912980924,0.0001,13.5S 3,-83.95700000000002
48,73.0,Cd-122,121.913454551,0.0,5.24S 3,-81.0738
48,74.0,Cd-123,122.916994949,0.0,2.10S 2,-80.6124
48,75.0,Cd-124,123.917661905,0.0,1.25S 2,-77.4142
48,76.0,Cd-125,124.921257782,0.0001,0.65S 2,-76.7017
48,77.0,Cd-126,125.922429506,0.0,0.515S 17,-73.3481
48,78.0,Cd-127,126.926531578,0.0001,0.43S 3,-72.2568
48,79.0,Cd-128,127.927803786,0.0,0.34S 3,-68.491
48,80.0,Cd-129,128.93203,0.0002,0.27S 4,-67.242
48,81.0,Cd-130,129.93393597,0.0001,162MS 7,-63.51
48,82.0,Cd-131,130.94055,0.0002,68MS 3,-61.53
48,83.0,Cd-132,131.94539,0.0002,97MS 10,-55.33
48,84.0,,,,,-50.26
48,85.0,,,,,-43.92
49,48.0,In- 98,97.94214,0.0002,1.7S 8,-47.19
49,49.0,In- 99,98.93411,0.0002,3.1S 8,-53.9
49,50.0,In-100,99.930923655,0.0002,6.1S 9,-61.38
49,51.0,In-101,100.92634,0.0003,16S 3,-64.31
49,52.0,In-102,101.924105879,0.0,22S 1,-68.61
49,53.0,In-103,102.919881873,0.0,60S 1,-70.694
49,54.0,In-104,103.918214541,0.0,1.80M 3,-74.63
49,55.0,In-105,104.914502325,0.0,5.07M 7,-76.183
49,56.0,In-106,105.913468112,0.0,6.2M 1,-79.641
49,57.0,In-107,106.910290231,0.0,32.4M 3,-80.608
49,58.0,In-108,107.909697587,0.0,58.0M 12,-83.564
49,59.0,In-109,108.907150691,0.0,4.167H 18,-84.12
49,60.0,In-110,109.907168131,0.0,4.9H 1,-86.488
49,61.0,In-111,110.905105918,0.0,2.8047D 4,-86.471
49,62.0,In-112,111.905535627,0.0,14.97M 10,-88.391
49,63.0,In-113,112.904059138,0.0,-1.0,-87.991
49,64.0,In-114,113.904915265,0.0,1.20M 1,-89.3658
49,65.0,In-nat,114.818,0.0026,,-88.5684
49,65.0,In-115,114.903878776,0.0,4.41E+14Y 25,-88.5684
49,66.0,In-116,115.905259995,0.0,14.10S 3,-89.5363
49,67.0,In-117,116.904515726,0.0,43.2M 3,-88.2497
49,68.0,In-118,117.906356682,0.0,5.0S 5,-88.943
49,69.0,In-119,118.905851133,0.0,2.4M 1,-87.228
49,70.0,In-120,119.907966995,0.0,3.08S 8,-87.7
49,71.0,In-121,120.907849382,0.0,23.1S 6,-85.73
49,72.0,In-122,121.910279571,0.0,1.5S 3,-85.836
49,73.0,In-123,122.910436738,0.0,6.17S 5,-83.57
49,74.0,In-124,123.913183837,0.0,3.12S 10,-83.43
49,75.0,In-125,124.913602458,0.0,2.36S 4,-80.87
49,76.0,In-126,125.916463493,0.0,1.53S 1,-80.477
49,77.0,In-127,126.91745297,0.0,1.09S 1,-77.773
49,78.0,In-128,127.92017055,0.0,0.84S 6,-76.898
49,79.0,In-129,128.921831173,0.0,0.610S 4,-74.15
49,80.0,In-130,129.924971876,0.0,0.29S 2,-72.8379
49,81.0,In-131,130.926945624,0.0,0.28S 3,-69.88
49,82.0,In-132,131.932996267,0.0,0.207S 6,-68.0256
49,83.0,In-133,132.93799,0.0002,165MS 3,-62.41
49,84.0,In-134,133.94415,0.0003,140MS 4,-57.46
49,85.0,In-135,134.94933,0.0004,92MS 10,-51.66
49,86.0,,,,,-46.53
50,49.0,Sn-100,99.938888483,0.0006,1.00S +54 -26,-47.94
50,50.0,Sn-101,100.93572,0.0003,1.7S 3,-57.28
50,51.0,Sn-102,101.930289494,0.0001,4.5S 7,-60.31
50,52.0,Sn-103,102.928105222,0.0001,7.0S 2,-64.93
50,53.0,Sn-104,103.923107629,0.0,20.8S 5,-66.97
50,54.0,Sn-105,104.921268429,0.0,34S 1,-71.627
50,55.0,Sn-106,105.916957404,0.0,115S 5,-73.33800000000002
50,56.0,Sn-107,106.915713651,0.0,2.90M 5,-77.354
50,57.0,Sn-108,107.911892833,0.0,10.30M 8,-78.512
50,58.0,Sn-109,108.911289859,0.0,18.0M 2,-82.07
50,59.0,Sn-110,109.907842791,0.0,4.173H 23,-82.631
50,60.0,Sn-111,110.907738059,0.0,35.3M 8,-85.84200000000001
50,61.0,Sn-112,111.904821807,0.0,-1.0,-85.94
50,62.0,Sn-113,112.905173525,0.0,115.09D 3,-88.656
50,63.0,Sn-114,113.902780398,0.0,-1.0,-88.3282
50,64.0,Sn-115,114.903344699,0.0,-1.0,-90.5573
50,65.0,Sn-116,115.901742835,0.0,-1.0,-90.0338
50,66.0,Sn-117,116.902954032,0.0,-1.0,-91.526
50,67.0,Sn-118,117.901606625,0.0,-1.0,-90.3978
50,68.0,Sn-nat,118.71,0.0059,,-91.6529
50,68.0,Sn-119,118.90331124,0.0,-1.0,-91.6529
50,69.0,Sn-120,119.902202063,0.0,-1.0,-90.0651
50,70.0,Sn-121,120.904242962,0.0,27.03H 4,-91.0986
50,71.0,Sn-122,121.903442607,0.0,-1.0,-89.1975
50,72.0,Sn-123,122.905723879,0.0,129.2D 4,-89.9415
50,73.0,Sn-124,123.905273581,0.0,-1.0,-87.8164
50,74.0,Sn-125,124.907783761,0.0,9.64D 3,-88.2342
50,75.0,Sn-126,125.907652915,0.0,2.30E+5Y 14(*),-85.8964
50,76.0,Sn-127,126.910391348,0.0,2.10H 4,-86.015
50,77.0,Sn-128,127.910534847,0.0,59.07M 5,-83.471
50,78.0,Sn-129,128.913479,0.0,2.23M 4,-83.36200000000002
50,79.0,Sn-130,129.913969121,0.0,3.72M 7,-80.607
50,80.0,Sn-131,130.917045399,0.0,56.0S 5,-80.1329
50,81.0,Sn-132,131.917821719,0.0,39.7S 8,-77.27199999999998
50,82.0,Sn-133,132.923942655,0.0,1.45S 3,-76.5439
50,83.0,Sn-134,133.928798822,0.0001,1.050S 11,-70.8742
50,84.0,Sn-135,134.93493,0.0003,530MS 20,-66.432
50,85.0,Sn-136,135.93956,0.0004,250MS 30,-60.632
50,86.0,Sn-137,136.94599,0.0005,190MS 60,-55.9
50,87.0,,,,,-49.79
50,88.0,,,,,-44.86
51,51.0,Sb-103,102.93969,0.0003,,
51,52.0,Sb-104,103.936477,0.0002,0.44S +15 -11,-56.18
51,53.0,Sb-105,104.931450754,0.0,1.3S 2,-59.17
51,54.0,Sb-106,105.928637981,0.0,0.6S 2,-64.016
51,55.0,Sb-107,106.924150641,0.0,4.0S 2,-66.473
51,56.0,Sb-108,107.922226733,0.0,7.4S 3,-70.653
51,57.0,Sb-109,108.91814089,0.0,17.0S 7,-72.445
51,58.0,Sb-110,109.916854285,0.0,23.0S 4,-76.251
51,59.0,Sb-111,110.913218194,0.0,75S 1,-77.45
51,60.0,Sb-112,111.912398009,0.0,51.4S 10,-80.837
51,61.0,Sb-113,112.90937462,0.0,6.67M 7,-81.59899999999998
51,62.0,Sb-114,113.909289295,0.0,3.49M 3,-84.417
51,63.0,Sb-115,114.906598,0.0,32.1M 3,-84.49600000000002
51,64.0,Sb-116,115.90679267,0.0,15.8M 8,-87.00299999999999
51,65.0,Sb-117,116.90483826,0.0,2.80H 1,-86.822
51,66.0,Sb-118,117.905532189,0.0,3.6M 1,-88.64
51,67.0,Sb-119,118.903945529,0.0,38.19H 22,-87.99600000000002
51,68.0,Sb-120,119.905079814,0.0,15.89M 4,-89.47399999999998
51,69.0,Sb-121,120.903810584,0.0,-1.0,-88.41799999999998
51,70.0,Sb-nat,121.76,0.0008,,-89.5986
51,70.0,Sb-122,121.905168565,0.0,2.7238D 2,-89.5986
51,71.0,Sb-123,122.904211755,0.0,-1.0,-88.3336
51,72.0,Sb-124,123.905933528,0.0,60.20D 3,-89.2248
51,73.0,Sb-125,124.90525154,0.0,2.75856Y 25,-87.62100000000002
51,74.0,Sb-126,125.907247116,0.0,12.35D 6,-88.2563
51,75.0,Sb-127,126.906922931,0.0,3.85D 5,-86.39
51,76.0,Sb-128,127.909167224,0.0,9.01H 3,-86.699
51,77.0,Sb-129,128.909146664,0.0,4.40H 1,-84.63
51,78.0,Sb-130,129.911657808,0.0,39.5M 8,-84.62899999999998
51,79.0,Sb-131,130.911995112,0.0,23.03M 4,-82.286
51,80.0,Sb-132,131.914472107,0.0,2.79M 7,-81.9819
51,81.0,Sb-133,132.915251659,0.0,2.5M 1,-79.6356
51,82.0,Sb-134,133.920379736,0.0,0.78S 6,-78.923
51,83.0,Sb-135,134.925080277,0.0,1.68S 2,-74.0205
51,84.0,Sb-136,135.93073,0.0002,0.923S 14,-69.6896
51,85.0,Sb-137,136.93516,0.0003,,-64.51
51,86.0,Sb-138,137.94112,0.0002,,-60.03
51,87.0,Sb-139,138.94598,0.0004,,-54.54
51,88.0,,,,,-49.79
51,89.0,,,,,-43.94
52,52.0,Te-105,104.943572,0.0003,0.70US +25 -17,
52,53.0,Te-106,105.937498405,0.0001,60US 30,-52.81
52,54.0,Te-107,106.935011531,0.0001,3.1MS 1,-58.22
52,55.0,Te-108,107.929378333,0.0,2.1S 1,-60.54
52,56.0,Te-109,108.927304534,0.0,4.6S 3,-65.782
52,57.0,Te-110,109.922458091,0.0,18.6S 8,-67.715
52,58.0,Te-111,110.921000594,0.0,19.3S 4,-72.23
52,59.0,Te-112,111.916727855,0.0,2.0M 2,-73.587
52,60.0,Te-113,112.915891,0.0,1.7M 2,-77.568
52,61.0,Te-114,113.912089,0.0,15.2M 7,-78.347
52,62.0,Te-115,114.911902,0.0,5.8M 2,-81.889
52,63.0,Te-116,115.90846,0.0,2.49H 4,-82.06299999999997
52,64.0,Te-117,116.908644719,0.0,62M 2,-85.26899999999998
52,65.0,Te-118,117.905867748,0.0,6.00D 2,-85.095
52,66.0,Te-119,118.906407166,0.0,16.05H 5,-87.697
52,67.0,Te-120,119.904057681,0.0,-1.0,-87.181
52,68.0,Te-121,120.904942367,0.0,19.16D 5,-89.368
52,69.0,Te-122,121.903041987,0.0,-1.0,-88.544
52,70.0,Te-123,122.904268301,0.0,9.2E+16Y GT,-90.3144
52,71.0,Te-124,123.902815617,0.0,-1.0,-89.1721
52,72.0,Te-125,124.904428453,0.0,-1.0,-90.5253
52,73.0,Te-126,125.903309419,0.0,-1.0,-89.023
52,74.0,Te-127,126.905224269,0.0,9.35H 7,-90.0653
52,75.0,Te-nat,127.6,0.0235,,-88.2817
52,75.0,Te-128,127.904461278,0.0,7.7E+24Y 4,-88.2817
52,76.0,Te-129,128.90659646,0.0,69.6M 2,-88.9937
52,77.0,Te-130,129.906222749,0.0,2.7E+21Y 1,-87.0048
52,78.0,Te-131,130.908522213,0.0,25.0M 1,-87.3529
52,79.0,Te-132,131.908555187,0.0,3.204D 13,-85.211
52,80.0,Te-133,132.910955335,0.0,12.5M 3,-85.18799999999997
52,81.0,Te-134,133.911368729,0.0,41.8M 8,-82.932
52,82.0,Te-135,134.916367067,0.0,19.0S 2,-82.536
52,83.0,Te-136,135.920043439,0.0,17.63S 8,-77.7279
52,84.0,Te-137,136.925614,0.0001,2.49S 5,-74.4258
52,85.0,Te-138,137.929409,0.0001,1.4S 4,-69.3042
52,86.0,Te-139,138.93517,0.0003,,-65.696
52,87.0,Te-140,139.93924,0.0002,,-60.205
52,88.0,Te-141,140.94529,0.0003,,-56.357
52,89.0,Te-142,141.94965,0.0005,,-50.49
52,90.0,,,,,-46.37
52,91.0,,,,,-40.28
53,54.0,I-108,107.943481,0.0002,36MS 6,-49.57
53,55.0,I-109,108.938083153,0.0,100US 5,-52.65
53,56.0,I-110,109.935089033,0.0,0.65S 2,-57.673
53,57.0,I-111,110.930269215,0.0,2.5S 2,-60.46
53,58.0,I-112,111.928004555,0.0,3.42S 11,-64.954
53,59.0,I-113,112.923650069,0.0,6.6S 2,-67.063
53,60.0,I-114,113.92185,0.0003,2.1S 2,-71.12
53,61.0,I-115,114.918048,0.0,1.3M 2,-72.8
53,62.0,I-116,115.916808662,0.0001,2.91S 15,-76.33800000000002
53,63.0,I-117,116.91365,0.0,2.22M 4,-77.49
53,64.0,I-118,117.913074,0.0,13.7M 5,-80.436
53,65.0,I-119,118.910074,0.0,19.1M 4,-80.971
53,66.0,I-120,119.910085632,0.0,81.6M 2,-83.766
53,67.0,I-121,120.907403433,0.0,2.12H 1,-83.75299999999999
53,68.0,I-122,121.907587373,0.0,3.63M 6,-86.25200000000002
53,69.0,I-123,122.905587117,0.0,13.2234H 19,-86.08
53,70.0,I-124,123.906207573,0.0,4.1760D 3,-87.944
53,71.0,I-125,124.904627886,0.0,59.400D 10,-87.3657
53,72.0,I-126,125.905622279,0.0,12.93D 5,-88.8372
53,73.0,I-nat,126.90447,0.0,,-87.911
53,73.0,I-127,126.904470953,0.0,-1.0,-87.911
53,74.0,I-128,127.905807715,0.0,24.99M 2,-88.984
53,75.0,I-129,128.904983669,0.0,1.57E+7Y 4,-87.73899999999998
53,76.0,I-130,129.906670193,0.0,12.36H 3,-88.507
53,77.0,I-131,130.906126305,0.0,8.0252D 6,-86.936
53,78.0,I-132,131.907999281,0.0,2.295H 13,-87.4428
53,79.0,I-133,132.907796968,0.0,20.8H 1,-85.70299999999997
53,80.0,I-134,133.909744457,0.0,52.5M 2,-85.887
53,81.0,I-135,134.910046307,0.0,6.58H 3,-84.059
53,82.0,I-136,135.914575828,0.0,83.4S 10,-83.789
53,83.0,I-137,136.91786653,0.0,24.5S 2,-79.545
53,84.0,I-138,137.922807,0.0001,6.41S 6,-76.35600000000002
53,85.0,I-139,138.926433,0.0001,2.280S 11,-71.98
53,86.0,I-140,139.931727,0.0001,0.86S 4,-68.459
53,87.0,I-141,140.935264,0.0001,0.43S 2,-63.6
53,88.0,I-142,141.94093,0.0003,0.2S,-59.9
53,89.0,I-143,142.94518,0.0003,,-54.77
53,90.0,I-144,143.95086,0.0004,,-50.63
53,91.0,,,,,-45.28
53,92.0,,,,,-40.94
54,54.0,Xe-109,108.950703,0.0003,13MS 2,
54,55.0,Xe-110,109.944261843,0.0001,105MS +35 -25,-46.17
54,56.0,Xe-111,110.941607164,0.0001,0.74S 20,-51.92
54,57.0,Xe-112,111.935556848,0.0,2.7S 8,-54.39
54,58.0,Xe-113,112.93322165,0.0,2.74S 8,-60.026
54,59.0,Xe-114,113.927980335,0.0,10.0S 4,-62.20399999999999
54,60.0,Xe-115,114.926293949,0.0,18S 4,-67.086
54,61.0,Xe-116,115.921581116,0.0,59S,-68.657
54,62.0,Xe-117,116.920358764,0.0,61S 2,-73.047
54,63.0,Xe-118,117.916178683,0.0,3.8M 9,-74.185
54,64.0,Xe-119,118.915410717,0.0,5.8M 3,-78.079
54,65.0,Xe-120,119.911784273,0.0,46.0M 6,-78.794
54,66.0,Xe-121,120.911461858,0.0,40.1M 20,-82.17200000000003
54,67.0,Xe-122,121.908367661,0.0,20.1H 1,-82.48100000000002
54,68.0,Xe-123,122.908481197,0.0,2.08H 2,-85.355
54,69.0,Xe-124,123.905891751,0.0,-1.0,-85.249
54,70.0,Xe-125,124.906394213,0.0,16.9H 2,-87.6611
54,71.0,Xe-126,125.904297589,0.0,-1.0,-87.193
54,72.0,Xe-127,126.905182033,0.0,36.4D 1,-89.146
54,73.0,Xe-128,127.903531011,0.0,-1.0,-88.322
54,74.0,Xe-129,128.90478086126,0.0,-1.0,-89.8603
54,75.0,Xe-130,129.90350935,0.0,-1.0,-88.6961
54,76.0,Xe-131,130.905084057,0.0,-1.0,-89.8805
54,77.0,Xe-nat,131.293,0.0046,,-88.4136
54,77.0,Xe-132,131.90415508571,0.0,-1.0,-88.4136
54,78.0,Xe-133,132.905910751,0.0,5.243D 1,-89.279
54,79.0,Xe-134,133.905394456,0.0,-1.0,-87.6436
54,80.0,Xe-135,134.907226844,0.0,9.14H 2,-88.1243
54,81.0,Xe-136,135.907214484,0.0,9.3E+19Y GT,-86.417
54,82.0,Xe-137,136.911557815,0.0,3.818M 13,-86.4292
54,83.0,Xe-138,137.914143236,0.0,14.08M 8,-82.3834
54,84.0,Xe-139,138.918792202,0.0,39.68S 14,-79.9722
54,85.0,Xe-140,139.921645816,0.0,13.60S 10,-75.6446
54,86.0,Xe-141,140.926787182,0.0,1.73S 1,-72.9865
54,87.0,Xe-142,141.929973096,0.0,1.22S 2,-68.1973
54,88.0,Xe-143,142.935369551,0.0,0.30S 3,-65.2296
54,89.0,Xe-144,143.938945077,0.0,388MS 7,-60.203
54,90.0,Xe-145,144.944719632,0.0,188MS 4,-56.872
54,91.0,Xe-146,145.948518246,0.0,146MS 6,-51.493
54,92.0,Xe-147,146.95434,0.0003,100MS +100 -50,-47.955
54,93.0,,,,,-42.61
54,94.0,,,,,-39.0
55,56.0,Cs-112,111.950306383,0.0001,0.5MS 1,
55,57.0,Cs-113,112.94442701,0.0,16.7US 7,-46.29
55,58.0,Cs-114,113.941296175,0.0001,0.57S 2,-51.764
55,59.0,Cs-115,114.93591,0.0003,1.4S 8,-54.68
55,60.0,Cs-116,115.933368,0.0001,0.70S 4,-59.7
55,61.0,Cs-117,116.92861673,0.0001,6.5S 4,-62.06
55,62.0,Cs-118,117.926559523,0.0,14S 2,-66.49
55,63.0,Cs-119,118.922377333,0.0,43.0S 2,-68.40899999999999
55,64.0,Cs-120,119.920677282,0.0,64S 3,-72.305
55,65.0,Cs-121,120.917229209,0.0,155S 4,-73.889
55,66.0,Cs-122,121.916111005,0.0,21.18S 19,-77.102
55,67.0,Cs-123,122.912996065,0.0,5.88M 3,-78.14
55,68.0,Cs-124,123.912257798,0.0,30.8S 5,-81.044
55,69.0,Cs-125,124.909727916,0.0,46.7M 1,-81.73100000000002
55,70.0,Cs-126,125.909452006,0.0,1.64M 2,-84.088
55,71.0,Cs-127,126.907417208,0.0,6.25H 10,-84.35
55,72.0,Cs-128,127.90774866,0.0,3.62M 2,-86.24
55,73.0,Cs-129,128.906065603,0.0,32.06H 6,-85.932
55,74.0,Cs-130,129.906709283,0.0,29.21M 4,-87.499
55,75.0,Cs-131,130.905464863,0.0,9.689D 16,-86.9
55,76.0,Cs-132,131.906434449,0.0,6.480D 6,-88.059
55,77.0,Cs-nat,132.9054519,0.0,,-87.1562
55,77.0,Cs-133,132.905451961,0.0,-1.0,-87.1562
55,78.0,Cs-134,133.906718504,0.0,2.0652Y 4,-88.0709
55,79.0,Cs-135,134.905977005,0.0,2.3E+6Y 3,-86.8912
55,80.0,Cs-136,135.907311262,0.0,13.16D 3,-87.5818
55,81.0,Cs-137,136.907089135,0.0,30.08Y 9,-86.3389
55,82.0,Cs-138,137.911017041,0.0,33.41M 18,-86.5458
55,83.0,Cs-139,138.913363663,0.0,9.27M 5,-82.887
55,84.0,Cs-140,139.917283038,0.0,63.7S 3,-80.70100000000002
55,85.0,Cs-141,140.920042053,0.0,24.84S 17,-77.05
55,86.0,Cs-142,141.924287887,0.0,1.684S 14,-74.477
55,87.0,Cs-143,142.927347969,0.0,1.791S 7,-70.518
55,88.0,Cs-144,143.932075464,0.0,0.994S 4,-67.67399999999999
55,89.0,Cs-145,144.935527461,0.0,0.587S 5,-63.271
55,90.0,Cs-146,145.940344031,0.0,0.321S 2,-60.056
55,91.0,Cs-147,146.944156478,0.0,0.235S 3,-55.57
55,92.0,Cs-148,147.94922731,0.0004,146MS 6,-52.02
55,93.0,Cs-149,148.95293,0.0001,,-47.3
55,94.0,Cs-150,149.95817,0.0002,,-43.76
55,95.0,Cs-151,150.96236,0.0003,,-38.82
55,96.0,,,,,-34.86
56,57.0,Ba-114,113.95065918,0.0001,0.43S +30 -15,
56,58.0,Ba-115,114.94737,0.0006,0.4S 2,-45.96
56,59.0,Ba-116,115.94138,0.0004,1.3S 2,-49.03
56,60.0,Ba-117,116.938316565,0.0002,1.75S 7,-54.7
56,61.0,Ba-118,117.93304,0.0002,5.2S 2,-57.62
56,62.0,Ba-119,118.93065969,0.0002,5.4S 3,-62.35
56,63.0,Ba-120,119.926045003,0.0003,24S 2,-64.59
56,64.0,Ba-121,120.924054499,0.0001,29.7S 15,-68.89
56,65.0,Ba-122,121.919904,0.0,1.95M 15,-70.74
56,66.0,Ba-123,122.918781065,0.0,2.7M 4,-74.609
56,67.0,Ba-124,123.915093631,0.0,11.0M 5,-75.655
56,68.0,Ba-125,124.914472941,0.0,3.5M 4,-79.09
56,69.0,Ba-126,125.911250206,0.0,100M 2,-79.669
56,70.0,Ba-127,126.911093826,0.0,12.7M 4,-82.67
56,71.0,Ba-128,127.908341681,0.0,2.43D 5,-82.818
56,72.0,Ba-129,128.908679888,0.0,2.23H 11,-85.37899999999998
56,73.0,Ba-130,129.906320534,0.0,-1.0,-85.06299999999997
56,74.0,Ba-131,130.906940842,0.0,11.50D 6,-87.2617
56,75.0,Ba-132,131.905061143,0.0,-1.0,-86.6839
56,76.0,Ba-133,132.906007365,0.0,10.52Y 13,-88.435
56,77.0,Ba-134,133.904508093,0.0,-1.0,-87.5536
56,78.0,Ba-135,134.90568828,0.0,-1.0,-88.9501
56,79.0,Ba-136,135.904575631,0.0,-1.0,-87.8507
56,80.0,Ba-137,136.905827046,0.0,-1.0,-88.8871
56,81.0,Ba-nat,137.327,0.0051,,-87.7215
56,81.0,Ba-138,137.905246899,0.0,-1.0,-87.7215
56,82.0,Ba-139,138.908841004,0.0,83.06M 28,-88.2619
56,83.0,Ba-140,139.910605633,0.0,12.7527D 23,-84.914
56,84.0,Ba-141,140.914402957,0.0,18.27M 7,-83.27
56,85.0,Ba-142,141.916429935,0.0,10.6M 2,-79.733
56,86.0,Ba-143,142.920625195,0.0,14.5S 3,-77.843
56,87.0,Ba-144,143.922954824,0.0,11.5S 2,-73.937
56,88.0,Ba-145,144.9275184,0.0,4.31S 16,-71.767
56,89.0,Ba-146,145.930283286,0.0,2.22S 7,-67.516
56,90.0,Ba-147,146.9353039,0.0,0.893S 1,-64.94
56,91.0,Ba-148,147.938170578,0.0,0.612S 17,-60.264
56,92.0,Ba-149,148.94292,0.0001,0.344S 7,-57.59
56,93.0,Ba-150,149.94595,0.0003,0.3S,-53.02
56,94.0,Ba-151,150.95108,0.0003,,-50.25
56,95.0,,,,,-45.39
56,96.0,,,,,-42.09
56,97.0,,,,,-36.92
57,59.0,La-117,116.950085,0.0004,24MS 3,-40.7
57,60.0,,,,,-46.59
57,61.0,,,,,-49.62
57,62.0,La-120,119.93807,0.0005,2.8S 2,-54.97
57,63.0,La-121,120.93301,0.0004,5.3S 2,-57.69
57,64.0,La-122,121.93071,0.0003,8.6S 5,-62.27
57,65.0,La-123,122.92624,0.0002,17S 3,-64.54
57,66.0,La-124,123.924574275,0.0,29.21S 17,-68.65
57,67.0,La-125,124.920816034,0.0,64.8S 12,-70.26
57,68.0,La-126,125.919512667,0.0001,54S 2,-73.759
57,69.0,La-127,126.916375448,0.0,5.1M 1,-74.97
57,70.0,La-128,127.915585177,0.0,5.23M 15,-77.896
57,71.0,La-129,128.912692815,0.0,11.6M 2,-78.63
57,72.0,La-130,129.912368724,0.0,8.7M 1,-81.325
57,73.0,La-131,130.91007,0.0,59M 2,-81.627
57,74.0,La-132,131.910118989,0.0,4.8H 2,-83.76899999999998
57,75.0,La-133,132.908218,0.0,3.912H 8,-83.72
57,76.0,La-134,133.908514011,0.0,6.45M 16,-85.494
57,77.0,La-135,134.906976533,0.0,19.5H 2,-85.219
57,78.0,La-136,135.907635536,0.0,9.87M 3,-86.64399999999998
57,79.0,La-137,136.9064878,0.0,6E+4Y 2,-86.04
57,80.0,La-138,137.907115289,0.0,1.02E+11Y 1,-87.1409
57,81.0,La-nat,138.90547,0.0001,,-86.522
57,81.0,La-139,138.906356626,0.0,-1.0,-86.522
57,82.0,La-140,139.909481006,0.0,1.67855D 12,-87.2286
57,83.0,La-141,140.910966566,0.0,3.92H 3,-84.3182
57,84.0,La-142,141.914092777,0.0,91.1M 5,-82.935
57,85.0,La-143,142.916079645,0.0,14.2M 1,-80.024
57,86.0,La-144,143.9196629,0.0,40.8S 4,-78.171
57,87.0,La-145,144.9218112,0.0,24.8S 20,-74.85
57,88.0,La-146,145.925872742,0.0,6.27S 10,-72.835
57,89.0,La-147,146.9284178,0.0,4.015S 8,-69.05
57,90.0,La-148,147.9326794,0.0,1.26S 8,-66.678
57,91.0,La-149,148.93535126,0.0001,1.05S 3,-62.709
57,92.0,La-150,149.93929,0.0001,0.51S 3,-60.22
57,93.0,La-151,150.94215,0.0001,,-56.38
57,94.0,La-152,151.94661,0.0002,,-53.73
57,95.0,La-153,152.95001,0.0002,,-49.54
57,96.0,,,,,-46.24
57,97.0,,,,,-41.76
57,98.0,,,,,-38.18
58,61.0,,,,,-44.05
58,62.0,Ce-121,120.94361,0.0004,1.1S 1,-49.8
58,63.0,Ce-122,121.93806,0.0004,,-52.77
58,64.0,Ce-123,122.93549,0.0003,3.8S,-57.87
58,65.0,Ce-124,123.93062,0.0003,6S 2,-60.29
58,66.0,Ce-125,124.92844,0.0002,10.2S 4,-64.92
58,67.0,Ce-126,125.923971,0.0,51.0S 3,-66.66
58,68.0,Ce-127,126.922731,0.0,31S 2,-70.821
58,69.0,Ce-128,127.918911,0.0,3.93M 2,-71.979
58,70.0,Ce-129,128.918102,0.0,3.5M 5,-75.53399999999998
58,71.0,Ce-130,129.914736,0.0,22.9M 5,-76.28699999999998
58,72.0,Ce-131,130.914430422,0.0,10.3M 3,-79.423
58,73.0,Ce-132,131.911463526,0.0,3.51H 11,-79.71
58,74.0,Ce-133,132.91151502,0.0,97M 4,-82.471
58,75.0,Ce-134,133.908924821,0.0,3.16D 4,-82.41799999999998
58,76.0,Ce-135,134.909151085,0.0,17.7H 3,-84.833
58,77.0,Ce-136,135.907166768,0.0,-1.0,-84.616
58,78.0,Ce-137,136.907799922,0.0,9.0H 3,-86.5086
58,79.0,Ce-138,137.905995818,0.0,-1.0,-85.9188
58,80.0,Ce-139,138.906655476,0.0,137.641D 20,-87.569
58,81.0,Ce-140,139.90544368,0.0,-1.0,-86.95
58,82.0,Ce-nat,140.116,0.0007,,-88.0792
58,82.0,Ce-141,140.908281247,0.0,32.508D 1,-88.0792
58,83.0,Ce-142,141.909251092,0.0,5E+16Y GT,-85.436
